,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
3967,AL,46220,"Tuscaloosa, AL",15-0000,Computer and Mathematical Occupations,940.0,16.0,10.426,62780.0,3.2,58930.0,2012,2008.96,2517.829568,1.66816,150.4,3937.5616,4934.94595328,3.2695936000000003,294.784
4309,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",15-0000,Computer and Mathematical Occupations,6730.0,2.9,33.085,70210.0,2.8,69050.0,2012,1965.88,2463.837404,0.959465,195.17,3853.1248,4829.12131184,1.8805514,382.53319999999997
4752,AR,22900,"Fort Smith, AR-OK",15-0000,Computer and Mathematical Occupations,870.0,12.1,7.737,58550.0,2.1,57460.0,2012,1229.55,1540.9950150000002,0.936177,105.27,2409.9179999999997,3020.3502294000004,1.83490692,206.3292
5106,AR,26300,"Hot Springs, AR",15-0000,Computer and Mathematical Occupations,240.0,11.7,6.767,48500.0,5.0,43420.0,2012,2425.0,3039.2525,0.7917390000000001,28.08,4753.0,5956.9349,1.55180844,55.03679999999999
5317,AR,27860,"Jonesboro, AR",15-0000,Computer and Mathematical Occupations,350.0,10.0,7.18,64330.0,23.2,44020.0,2012,14924.56,18704.951048000003,0.718,35.0,29252.1376,36661.70405408001,1.4072799999999999,68.6
5599,AR,30780,"Little Rock-North Little Rock-Conway, AR",15-0000,Computer and Mathematical Occupations,8780.0,6.2,26.301,60500.0,1.9,58320.0,2012,1149.5,1440.6683500000001,1.6306619999999998,544.36,2253.02,2823.7099660000003,3.1960975199999995,1066.9456
6131,AR,38220,"Pine Bluff, AR",15-0000,Computer and Mathematical Occupations,310.0,7.6,8.862,57400.0,4.7,52570.0,2012,2697.8,3381.1527400000004,0.6735119999999999,23.56,5287.688,6627.059370400001,1.3200835199999998,46.1776
6327,AZ,22380,"Flagstaff, AZ",15-0000,Computer and Mathematical Occupations,680.0,6.7,12.199,58880.0,2.8,57500.0,2012,1648.64,2066.2405120000003,0.817333,45.56,3231.3344,4049.8314035200005,1.6019726799999998,89.2976
6583,AZ,29420,"Lake Havasu City - Kingman, AZ",15-0000,Computer and Mathematical Occupations,390.0,19.4,8.831,59560.0,4.2,51950.0,2012,2501.52,3135.155016,1.7132139999999998,75.66,4902.9792,6144.90383136,3.3578994399999997,148.2936
6853,AZ,38060,"Phoenix-Mesa-Glendale, AZ",15-0000,Computer and Mathematical Occupations,56250.0,3.5,32.515,76130.0,1.7,73250.0,2012,1294.21,1622.0333930000002,1.138025,1968.75,2536.6516,3179.18545028,2.230529,3858.75
7527,AZ,39140,"Prescott, AZ",15-0000,Computer and Mathematical Occupations,410.0,12.8,7.824,57810.0,3.3,56360.0,2012,1907.73,2390.958009,1.001472,52.48,3739.1508,4686.27769764,1.9628851199999997,102.8608
7808,AZ,46060,"Tucson, AZ",15-0000,Computer and Mathematical Occupations,10060.0,7.4,28.873,74260.0,6.5,69500.0,2012,4826.9,6049.553770000001,2.1366020000000003,744.44,9460.723999999998,11857.125389200002,4.18773992,1459.1024
8311,AZ,49740,"Yuma, AZ",15-0000,Computer and Mathematical Occupations,780.0,32.5,14.117,70120.0,6.1,66070.0,2012,4277.32,5360.765156,4.588025,253.5,8383.547199999999,10507.09970576,8.992529,496.86
8576,CA,12540,"Bakersfield-Delano, CA",15-0000,Computer and Mathematical Occupations,4410.0,9.1,16.092,81900.0,2.9,76640.0,2012,2375.1,2976.71283,1.464372,401.31,4655.196,5834.3571468,2.87016912,786.5676
9046,CA,17020,"Chico, CA",15-0000,Computer and Mathematical Occupations,820.0,11.8,12.167,64970.0,2.6,61610.0,2012,1689.22,2117.099426,1.4357060000000001,96.76,3310.8712,4149.51487496,2.81398376,189.6496
9323,CA,20940,"El Centro, CA",15-0000,Computer and Mathematical Occupations,360.0,7.5,6.961,66370.0,6.7,63230.0,2012,4446.79,5573.161907000001,0.5220750000000001,27.0,8715.7084,10923.397337720002,1.0232670000000001,52.92
9574,CA,23420,"Fresno, CA",15-0000,Computer and Mathematical Occupations,2590.0,5.2,8.227,64300.0,2.0,61950.0,2012,1286.0,1611.7438,0.427804,134.68,2520.56,3159.017848,0.83849584,263.9728
10066,CA,25260,"Hanford-Corcoran, CA",15-0000,Computer and Mathematical Occupations,160.0,15.6,4.375,66330.0,2.9,62270.0,2012,1923.57,2410.810281,0.6825,24.96,3770.1971999999996,4725.18815076,1.3377,48.9216
10299,CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",15-0000,Computer and Mathematical Occupations,95740.0,4.2,24.732,84710.0,1.0,81570.0,2012,847.1,1061.6704300000001,1.0387440000000001,4021.08,1660.316,2080.8740428,2.03593824,7881.3168
11025,CA,31460,"Madera-Chowchilla, CA",15-0000,Computer and Mathematical Occupations,320.0,34.3,8.276,74210.0,5.2,69360.0,2012,3858.92,4836.384436,2.8386679999999997,109.76,7563.4832,9479.31349456,5.563789279999999,215.1296
11214,CA,32900,"Merced, CA",15-0000,Computer and Mathematical Occupations,410.0,15.0,6.897,63580.0,4.8,63720.0,2012,3051.84,3824.8710720000004,1.03455,61.5,5981.606400000001,7496.747301120001,2.027718,120.53999999999999
11485,CA,33700,"Modesto, CA",15-0000,Computer and Mathematical Occupations,1420.0,11.5,9.305,72110.0,3.1,67690.0,2012,2235.41,2801.639353,1.0700749999999999,163.3,4381.4036,5491.21313188,2.0973469999999996,320.06800000000004
11865,CA,34900,"Napa, CA",15-0000,Computer and Mathematical Occupations,510.0,8.5,8.087,74080.0,4.3,70090.0,2012,3185.44,3992.311952,0.687395,43.35,6243.4624,7824.93142592,1.3472941999999999,84.96600000000001
12162,CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,39320.0,3.6,40.478,94880.0,1.5,92180.0,2012,1423.2,1783.69656,1.457208,1415.52,2789.472,3496.0452576000002,2.85612768,2774.4192
12817,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,Computer and Mathematical Occupations,7010.0,9.3,24.269,84070.0,1.9,82190.0,2012,1597.33,2001.933689,2.257017,651.9300000000001,3130.7668,3923.79003044,4.423753319999999,1277.7828000000002
13297,CA,39820,"Redding, CA",15-0000,Computer and Mathematical Occupations,500.0,10.3,8.577,55810.0,3.9,51180.0,2012,2176.59,2727.920247,0.8834310000000001,51.5,4266.1164,5346.72368412,1.73152476,100.94
13605,CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,Computer and Mathematical Occupations,14650.0,4.3,12.627,78860.0,6.0,72880.0,2012,4731.6,5930.114280000001,0.542961,629.95,9273.936,11623.023988800001,1.06420356,1234.702
14288,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",15-0000,Computer and Mathematical Occupations,30840.0,3.9,37.726,81770.0,1.6,78480.0,2012,1308.32,1639.7174560000003,1.4713139999999998,1202.76,2564.3071999999997,3213.8462137600004,2.8837754399999995,2357.4096
14933,CA,41500,"Salinas, CA",15-0000,Computer and Mathematical Occupations,2250.0,12.0,14.428,83110.0,3.3,77180.0,2012,2742.63,3437.3381790000003,1.7313600000000002,270.0,5375.5548,6737.182830840001,3.3934656000000003,529.2
15341,CA,41740,"San Diego-Carlsbad-San Marcos, CA",15-0000,Computer and Mathematical Occupations,42600.0,3.5,33.796,85240.0,1.5,82910.0,2012,1278.6,1602.4693800000002,1.18286,1491.0,2506.0559999999996,3140.8399848000004,2.3184056,2922.36
16043,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,63470.0,3.1,63.447,100720.0,1.3,98340.0,2012,1309.36,1641.020888,1.9668570000000003,1967.57,2566.3455999999996,3216.40094048,3.8550397200000006,3856.4372
16675,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and Mathematical Occupations,93900.0,4.2,104.491,108610.0,1.5,107630.0,2012,1629.15,2041.813695,4.388622000000001,3943.8,3193.134,4001.9548422000003,8.601699120000001,7729.848
17282,CA,42020,"San Luis Obispo-Paso Robles, CA",15-0000,Computer and Mathematical Occupations,1660.0,5.5,16.515,64790.0,4.6,60530.0,2012,2980.34,3735.260122,0.908325,91.3,5841.4664,7321.10983912,1.7803170000000001,178.94799999999998
17642,CA,42044,"Santa Ana-Anaheim-Irvine, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,46740.0,4.6,33.124,86500.0,1.5,84760.0,2012,1297.5,1626.15675,1.523704,2150.0399999999995,2543.1,3187.26723,2.9864598399999998,4214.0783999999985
18309,CA,42060,"Santa Barbara-Santa Maria-Goleta, CA",15-0000,Computer and Mathematical Occupations,4360.0,7.7,26.049,81750.0,2.2,75800.0,2012,1798.5,2254.06005,2.005773,335.72,3525.06,4417.957698,3.93131508,658.0112
18752,CA,42100,"Santa Cruz-Watsonville, CA",15-0000,Computer and Mathematical Occupations,1460.0,16.5,17.462,78020.0,2.3,75840.0,2012,1794.46,2248.9967180000003,2.88123,240.9,3517.1416,4408.03356728,5.6472108,472.164
19092,CA,42220,"Santa Rosa-Petaluma, CA",15-0000,Computer and Mathematical Occupations,3160.0,20.8,18.297,86580.0,4.2,83380.0,2012,3636.36,4557.449988,3.8057760000000003,657.28,7127.2656,8932.60197648,7.45932096,1288.2687999999998
19544,CA,44700,"Stockton, CA",15-0000,Computer and Mathematical Occupations,1780.0,14.9,9.127,67680.0,2.1,64910.0,2012,1421.28,1781.290224,1.359923,265.22,2785.7088,3491.3288390400003,2.66544908,519.8312000000001
19984,CA,46700,"Vallejo-Fairfield, CA",15-0000,Computer and Mathematical Occupations,1520.0,5.6,12.551,80450.0,2.4,78460.0,2012,1930.8,2419.8716400000003,0.702856,85.12,3784.368,4742.948414400001,1.37759776,166.83520000000001
20358,CA,47300,"Visalia-Porterville, CA",15-0000,Computer and Mathematical Occupations,710.0,13.3,5.414,63490.0,3.9,58470.0,2012,2476.11,3103.308663,0.7200620000000001,94.43,4853.1756000000005,6082.484979479999,1.4113215200000002,185.08280000000002
20694,CA,49700,"Yuba City, CA",15-0000,Computer and Mathematical Occupations,330.0,7.5,8.978,74430.0,3.4,71560.0,2012,2530.62,3171.6260460000003,0.6733499999999999,24.75,4960.0152,6216.38705016,1.3197659999999998,48.51
20920,CO,14500,"Boulder, CO",15-0000,Computer and Mathematical Occupations,11940.0,4.5,74.885,90730.0,2.5,85660.0,2012,2268.25,2842.7977250000004,3.369825,537.3,4445.7699999999995,5571.883541,6.604857,1053.108
21336,CO,17820,"Colorado Springs, CO",15-0000,Computer and Mathematical Occupations,13280.0,4.4,54.669,83610.0,1.6,83580.0,2012,1337.76,1676.614608,2.405436,584.32,2622.0096,3286.16463168,4.71465456,1145.2672
21832,CO,19740,"Denver-Aurora-Broomfield, CO",15-0000,Computer and Mathematical Occupations,56030.0,3.4,45.523,84240.0,1.6,79980.0,2012,1347.84,1689.2478720000001,1.547782,1905.02,2641.7664,3310.9258291200003,3.03365272,3733.8392
22506,CO,22660,"Fort Collins-Loveland, CO",15-0000,Computer and Mathematical Occupations,5100.0,4.5,38.466,81270.0,4.2,81410.0,2012,3413.34,4277.9390220000005,1.7309700000000001,229.5,6690.1464000000005,8384.76048312,3.3927012000000003,449.82
22897,CO,24300,"Grand Junction, CO",15-0000,Computer and Mathematical Occupations,490.0,9.2,8.539,69390.0,5.1,64430.0,2012,3538.89,4435.2908370000005,0.785588,45.08,6936.2244,8693.17004052,1.53975248,88.35679999999999
23168,CO,24540,"Greeley, CO",15-0000,Computer and Mathematical Occupations,1060.0,15.1,13.224,68380.0,3.0,65890.0,2012,2051.4,2571.0196200000005,1.996824,160.06,4020.744,5039.198455200001,3.91377504,313.7176
23462,CO,39380,"Pueblo, CO",15-0000,Computer and Mathematical Occupations,450.0,11.1,8.308,60660.0,3.9,56350.0,2012,2365.74,2964.9819420000003,0.922188,49.95,4636.850399999999,5811.36460632,1.80748848,97.902
23728,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,Computer and Mathematical Occupations,13560.0,6.9,32.689,90140.0,2.0,84030.0,2012,1802.8,2259.4492400000004,2.255541,935.64,3533.488,4428.520510400001,4.42086036,1833.8544
24245,CT,72850,"Danbury, CT",15-0000,Computer and Mathematical Occupations,1220.0,5.7,18.414,83540.0,6.9,72810.0,2012,5764.26,7224.347058,1.0495980000000003,69.54,11297.9496,14159.72023368,2.0572120800000007,136.29840000000002
24557,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,Computer and Mathematical Occupations,19590.0,3.7,35.464,82210.0,1.5,80960.0,2012,1233.15,1545.506895,1.312168,724.83,2416.974,3029.1935141999998,2.57184928,1420.6668
25143,CT,75700,"New Haven, CT",15-0000,Computer and Mathematical Occupations,4860.0,6.0,17.929,77870.0,1.8,75250.0,2012,1401.66,1756.700478,1.07574,291.6,2747.2536,3443.1329368799998,2.1084503999999997,571.5360000000001
25644,CT,76450,"Norwich-New London, CT-RI",15-0000,Computer and Mathematical Occupations,2230.0,10.7,17.332,75960.0,2.3,73200.0,2012,1747.08,2189.615364,1.8545239999999998,238.61,3424.2767999999996,4291.646113440001,3.6348670399999996,467.67560000000003
26019,CT,78700,"Waterbury, CT",15-0000,Computer and Mathematical Occupations,540.0,11.4,8.603,66790.0,2.3,62130.0,2012,1536.17,1925.2818610000002,0.980742,61.56,3010.8932,3773.5524475600005,1.92225432,120.6576
26323,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,Computer and Mathematical Occupations,191060.0,1.5,81.528,97750.0,0.9,96540.0,2012,879.75,1102.5906750000001,1.22292,2865.9,1724.31,2161.0777230000003,2.3969232,5617.164
27007,DE,20100,"Dover, DE",15-0000,Computer and Mathematical Occupations,910.0,17.6,15.629,60220.0,3.4,57180.0,2012,2047.48,2566.1066840000003,2.7507040000000003,160.16000000000003,4013.0607999999997,5029.56910064,5.391379840000001,313.91360000000003
27290,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,Computer and Mathematical Occupations,12740.0,7.4,39.538,84390.0,1.7,82180.0,2012,1434.63,1798.0217790000002,2.9258119999999996,942.76,2811.8748,3524.1226868400004,5.7345915199999995,1847.8096
27790,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,Computer and Mathematical Occupations,2270.0,5.8,11.148,71820.0,5.3,64960.0,2012,3806.46,4770.636318000001,0.646584,131.66,7460.6616,9350.44718328,1.26730464,258.05359999999996
28200,FL,18880,"Crestview-Fort Walton Beach-Destin, FL",15-0000,Computer and Mathematical Occupations,2410.0,4.7,32.75,81050.0,2.0,80430.0,2012,1621.0,2031.5993000000003,1.53925,113.27,3177.16,3981.9346280000004,3.01693,222.0092
28485,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,Computer and Mathematical Occupations,1760.0,7.2,11.584,54230.0,2.3,50710.0,2012,1247.29,1563.228557,0.8340479999999999,126.72,2444.6884,3063.9279717199997,1.6347340799999999,248.3712
28909,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,17100.0,4.2,23.884,69820.0,2.2,67790.0,2012,1536.04,1925.1189320000003,1.003128,718.2,3010.6384,3773.2331067200007,1.96613088,1407.672
29474,FL,23540,"Gainesville, FL",15-0000,Computer and Mathematical Occupations,2790.0,3.3,23.436,60030.0,2.3,54320.0,2012,1380.69,1730.418777,0.773388,92.07,2706.1524,3391.62080292,1.5158404799999998,180.45719999999997
29866,FL,27260,"Jacksonville, FL",15-0000,Computer and Mathematical Occupations,15520.0,4.9,26.804,73130.0,2.0,70750.0,2012,1462.6,1833.0765800000001,1.313396,760.48,2866.696,3592.8300968000003,2.57425616,1490.5408
30419,FL,29460,"Lakeland-Winter Haven, FL",15-0000,Computer and Mathematical Occupations,2760.0,6.4,14.519,64530.0,3.4,62140.0,2012,2194.02,2749.7652660000003,0.9292160000000002,176.64,4300.2792,5389.53992136,1.8212633600000003,346.21439999999996
30858,FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,17170.0,4.9,17.18,71260.0,2.1,67200.0,2012,1496.46,1875.5133180000003,0.84182,841.33,2933.0616,3676.0061032800004,1.6499672,1649.0068
31447,FL,34940,"Naples-Marco Island, FL",15-0000,Computer and Mathematical Occupations,1030.0,6.3,8.935,63410.0,3.9,61790.0,2012,2472.99,3099.3983670000002,0.562905,64.89,4847.060399999999,6074.82079932,1.1032937999999999,127.1844
31779,FL,35840,"North Port-Bradenton-Sarasota, FL",15-0000,Computer and Mathematical Occupations,3180.0,4.1,13.253,67980.0,4.6,60640.0,2012,3127.08,3919.169364,0.543373,130.38,6129.0768,7681.57195344,1.0650110799999999,255.54479999999998
32236,FL,36100,"Ocala, FL",15-0000,Computer and Mathematical Occupations,730.0,13.9,8.143,54430.0,2.5,47880.0,2012,1360.75,1705.427975,1.131877,101.47,2667.07,3342.638831,2.21847892,198.8812
32589,FL,36740,"Orlando-Kissimmee-Sanford, FL",15-0000,Computer and Mathematical Occupations,26130.0,5.1,25.821,70060.0,2.1,65480.0,2012,1471.26,1843.9301580000001,1.316871,1332.63,2883.6695999999997,3614.10310968,2.58106716,2611.9548
33198,FL,37340,"Palm Bay-Melbourne-Titusville, FL",15-0000,Computer and Mathematical Occupations,7280.0,4.1,38.012,81710.0,3.4,78950.0,2012,2778.14,3481.8428620000004,1.558492,298.47999999999996,5445.154399999999,6824.4120095200005,3.05464432,585.0207999999999
33609,FL,37380,"Palm Coast, FL",15-0000,Computer and Mathematical Occupations,210.0,7.0,11.242,60880.0,5.4,51150.0,2012,3287.52,4120.248816,0.78694,14.7,6443.5392,8075.68767936,1.5424023999999998,28.811999999999998
33756,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",15-0000,Computer and Mathematical Occupations,750.0,7.0,10.8,69530.0,4.6,68350.0,2012,3198.38,4008.5296540000004,0.7560000000000001,52.5,6268.8248,7856.718121840001,1.4817600000000002,102.89999999999999
34062,FL,37860,"Pensacola-Ferry Pass-Brent, FL",15-0000,Computer and Mathematical Occupations,2470.0,7.6,16.413,59670.0,3.7,54660.0,2012,2207.79,2767.023207,1.247388,187.72,4327.2684,5423.36548572,2.4448804799999997,367.9312
34480,FL,38940,"Port St. Lucie, FL",15-0000,Computer and Mathematical Occupations,1110.0,9.0,9.1,64290.0,5.9,57700.0,2012,3793.11,4753.9047630000005,0.819,99.9,7434.4956,9317.653335480001,1.6052399999999998,195.804
34829,FL,39460,"Punta Gorda, FL",15-0000,Computer and Mathematical Occupations,280.0,14.5,7.025,58090.0,6.5,53570.0,2012,3775.85,4732.2728050000005,1.0186250000000001,40.6,7400.665999999999,9275.254697800001,1.9965050000000002,79.57600000000001
35045,FL,42680,"Sebastian-Vero Beach, FL",15-0000,Computer and Mathematical Occupations,440.0,11.8,9.747,56870.0,7.1,50820.0,2012,4037.77,5060.537141000001,1.1501460000000001,51.92,7914.0292,9918.652796360002,2.2542861600000004,101.7632
35307,FL,45220,"Tallahassee, FL",15-0000,Computer and Mathematical Occupations,6010.0,3.0,38.446,60300.0,6.0,53660.0,2012,3618.0,4534.4394,1.1533799999999998,180.3,7091.28,8887.501224,2.2606247999999995,353.38800000000003
35740,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",15-0000,Computer and Mathematical Occupations,34210.0,3.4,30.361,73390.0,1.5,71240.0,2012,1100.85,1379.6953050000002,1.0322740000000001,1163.14,2157.6659999999997,2704.2027978,2.0232570400000003,2279.7544000000003
36388,FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,9550.0,4.2,18.808,72580.0,2.3,69030.0,2012,1669.34,2092.1838220000004,0.789936,401.1,3271.9064,4100.680291120001,1.5482745599999999,786.1560000000001
36907,GA,10500,"Albany, GA",15-0000,Computer and Mathematical Occupations,540.0,7.2,9.159,63760.0,5.6,59820.0,2012,3570.56,4474.982848000001,0.659448,38.88,6998.2976,8770.966382080001,1.29251808,76.2048
37173,GA,12020,"Athens-Clarke County, GA",15-0000,Computer and Mathematical Occupations,950.0,10.6,12.295,61300.0,5.1,57910.0,2012,3126.3,3918.19179,1.30327,100.7,6127.548000000001,7679.655908399999,2.5544092,197.372
37485,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-0000,Computer and Mathematical Occupations,84220.0,2.1,37.24,78360.0,1.4,75170.0,2012,1097.04,1374.920232,0.7820400000000001,1768.62,2150.1983999999998,2694.84365472,1.5327984000000001,3466.4952
38172,GA,12260,"Augusta-Richmond County, GA-SC",15-0000,Computer and Mathematical Occupations,3100.0,12.2,15.351,69050.0,1.9,65720.0,2012,1311.95,1644.2669350000003,1.872822,378.2,2571.422,3222.7631926000004,3.67073112,741.2719999999999
38594,GA,15260,"Brunswick, GA",15-0000,Computer and Mathematical Occupations,260.0,9.3,7.041,60590.0,5.0,55660.0,2012,3029.5,3796.8723500000006,0.6548130000000001,24.18,5937.82,7441.869806000001,1.2834334800000002,47.3928
38805,GA,17980,"Columbus, GA-AL",15-0000,Computer and Mathematical Occupations,1740.0,4.0,15.836,62860.0,1.7,61150.0,2012,1068.62,1339.301446,0.63344,69.6,2094.4952,2625.03083416,1.2415424,136.416
39124,GA,19140,"Dalton, GA",15-0000,Computer and Mathematical Occupations,920.0,12.7,14.724,68980.0,3.7,64720.0,2012,2552.26,3198.7474580000003,1.869948,116.84,5002.4296,6269.5450176800005,3.66509808,229.0064
39349,GA,23580,"Gainesville, GA",15-0000,Computer and Mathematical Occupations,1030.0,29.4,14.365,65640.0,5.0,57500.0,2012,3282.0,4113.3306,4.22331,302.82,6432.72,8062.127976000001,8.277687599999998,593.5272
39599,GA,25980,"Hinesville-Fort Stewart, GA",15-0000,Computer and Mathematical Occupations,220.0,8.1,12.987,64740.0,2.4,62690.0,2012,1553.76,1947.327408,1.051947,17.82,3045.3696,3816.76171968,2.06181612,34.9272
39742,GA,31420,"Macon, GA",15-0000,Computer and Mathematical Occupations,1460.0,9.3,15.541,62560.0,3.4,58540.0,2012,2127.04,2665.8192320000003,1.445313,135.78000000000003,4168.9983999999995,5225.00569472,2.83281348,266.12880000000007
40053,GA,40660,"Rome, GA",15-0000,Computer and Mathematical Occupations,360.0,7.1,9.93,59030.0,4.9,52480.0,2012,2892.47,3625.1326510000004,0.70503,25.56,5669.2411999999995,7105.25999596,1.3818588,50.0976
40276,GA,42340,"Savannah, GA",15-0000,Computer and Mathematical Occupations,1480.0,14.4,9.979,63090.0,2.9,59820.0,2012,1829.61,2293.0502130000004,1.436976,213.12,3586.0355999999997,4494.378417480001,2.81647296,417.7152
40647,GA,46660,"Valdosta, GA",15-0000,Computer and Mathematical Occupations,360.0,8.9,7.174,49550.0,2.7,45050.0,2012,1337.85,1676.727405,0.638486,32.04,2622.1859999999997,3286.3857138000003,1.25143256,62.798399999999994
40883,GA,47580,"Warner Robins, GA",15-0000,Computer and Mathematical Occupations,1410.0,3.3,25.347,71030.0,2.3,70370.0,2012,1633.69,2047.503677,0.836451,46.53,3202.0324,4013.10720692,1.63944396,91.1988
41124,HI,26180,"Honolulu, HI",15-0000,Computer and Mathematical Occupations,8340.0,6.3,19.239,69840.0,3.0,69320.0,2012,2095.2,2625.9141600000003,1.2120570000000002,525.42,4106.592,5146.7917536,2.3756317200000003,1029.8231999999998
41661,IA,11180,"Ames, IA",15-0000,Computer and Mathematical Occupations,1110.0,7.7,27.663,62560.0,2.9,59480.0,2012,1814.24,2273.786992,2.130051,85.47,3555.9103999999998,4456.622504319999,4.174899959999999,167.5212
41898,IA,16300,"Cedar Rapids, IA",15-0000,Computer and Mathematical Occupations,5530.0,5.4,39.95,70470.0,1.5,68200.0,2012,1057.05,1324.800765,2.1573,298.62000000000006,2071.8179999999998,2596.6094994,4.228308,585.2952000000001
42289,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-0000,Computer and Mathematical Occupations,3690.0,20.7,20.756,60030.0,2.9,57040.0,2012,1740.87,2181.8323710000004,4.296492,763.83,3412.1051999999995,4276.391447160001,8.421124319999999,1497.1068
42754,IA,19780,"Des Moines-West Des Moines, IA",15-0000,Computer and Mathematical Occupations,11910.0,3.1,36.757,73050.0,1.6,71820.0,2012,1168.8,1464.8570399999999,1.139467,369.21,2290.848,2871.1197983999996,2.23335532,723.6515999999999
