,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
42804,HI,27980,"Kahului-Wailuku-Lahaina, HI",15-0000,Computer and Mathematical Occupations,400.0,7.0,5.522,83090.0,5.7,75320.0,2016,4736.13,5935.7917290000005,0.38654000000000005,28.0,9282.8148,11634.151788840001,0.7576184000000001,54.879999999999995
43096,HI,46520,"Urban Honolulu, HI",15-0000,Computer and Mathematical Occupations,8140.0,3.4,17.608,78920.0,2.1,75750.0,2016,1657.32,2077.119156,0.598672,276.76,3248.3471999999997,4071.1535457600003,1.17339712,542.4495999999999
43638,IA,11180,"Ames, IA",15-0000,Computer and Mathematical Occupations,1440.0,6.7,32.862,72070.0,4.0,68110.0,2016,2882.8,3613.01324,2.201754,96.48,5650.2880000000005,7081.5059504,4.31543784,189.1008
43889,IA,16300,"Cedar Rapids, IA",15-0000,Computer and Mathematical Occupations,6030.0,3.2,42.393,80360.0,3.2,79670.0,2016,2571.52,3222.886016,1.356576,192.96,5040.1792,6316.85659136,2.65888896,378.2016
44287,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-0000,Computer and Mathematical Occupations,4410.0,4.8,24.409,74760.0,3.9,73540.0,2016,2915.64,3654.171612,1.1716319999999998,211.68,5714.654399999999,7162.17635952,2.2963987199999996,414.8928
44763,IA,19780,"Des Moines-West Des Moines, IA",15-0000,Computer and Mathematical Occupations,13090.0,3.0,37.029,81340.0,2.1,77940.0,2016,1708.14,2140.8118620000005,1.1108700000000002,392.7,3347.9544,4195.991249520001,2.1773052000000006,769.692
45264,IA,20220,"Dubuque, IA",15-0000,Computer and Mathematical Occupations,1060.0,22.6,18.462,66610.0,4.2,60860.0,2016,2797.62,3506.257146,4.172412,239.56,5483.3351999999995,6872.26400616,8.177927519999999,469.5376
45534,IA,26980,"Iowa City, IA",15-0000,Computer and Mathematical Occupations,2360.0,3.7,26.054,68400.0,2.5,67940.0,2016,1710.0,2143.143,0.963998,87.32,3351.6,4200.56028,1.88943608,171.14719999999997
45845,IA,43580,"Sioux City, IA-NE-SD",15-0000,Computer and Mathematical Occupations,820.0,7.9,9.566,64960.0,3.7,61070.0,2016,2403.52,3012.331616,0.7557140000000001,64.78,4710.8992,5904.16996736,1.4811994400000001,126.9688
46167,IA,47940,"Waterloo-Cedar Falls, IA",15-0000,Computer and Mathematical Occupations,1210.0,12.0,13.695,67230.0,2.0,63460.0,2016,1344.6,1685.1871800000001,1.6434,145.2,2635.4159999999997,3302.9668728,3.2210639999999997,284.592
46503,ID,14260,"Boise City, ID",15-0000,Computer and Mathematical Occupations,8840.0,9.8,29.813,68500.0,3.5,65210.0,2016,2397.5,3004.7867500000007,2.921674,866.32,4699.1,5889.382030000002,5.7264810399999995,1697.9872
46996,ID,17660,"Coeur d'Alene, ID",15-0000,Computer and Mathematical Occupations,670.0,12.2,11.511,57430.0,3.2,51330.0,2016,1837.76,2303.264608,1.4043419999999998,81.74,3602.0096,4514.39863168,2.7525103199999994,160.2104
47267,ID,26820,"Idaho Falls, ID",15-0000,Computer and Mathematical Occupations,1110.0,11.3,17.85,76200.0,9.9,75040.0,2016,7543.8,9454.644540000001,2.0170500000000002,125.43,14785.848,18531.1032984,3.9534180000000005,245.8428
47538,ID,30300,"Lewiston, ID-WA",15-0000,Computer and Mathematical Occupations,230.0,29.6,8.85,61680.0,4.7,59920.0,2016,2898.96,3633.266568,2.6195999999999997,68.08,5681.9616,7121.20247328,5.134415999999999,133.4368
47716,ID,38540,"Pocatello, ID",15-0000,Computer and Mathematical Occupations,410.0,9.0,12.516,60370.0,8.0,52090.0,2016,4829.6,6052.93768,1.12644,36.9,9466.016000000001,11863.7578528,2.2078224,72.324
47906,IL,14010,"Bloomington, IL",15-0000,Computer and Mathematical Occupations,4590.0,23.4,50.916,84370.0,2.2,81560.0,2016,1856.1400000000003,2326.3002620000007,11.914343999999998,1074.06,3638.0344000000005,4559.5485135200015,23.352114239999995,2105.1576
48203,IL,16060,"Carbondale-Marion, IL",15-0000,Computer and Mathematical Occupations,580.0,8.3,11.207,54640.0,10.9,54260.0,2016,5955.76,7464.354008,0.9301810000000001,48.14,11673.2896,14630.13385568,1.8231547600000002,94.3544
48455,IL,16580,"Champaign-Urbana, IL",15-0000,Computer and Mathematical Occupations,2280.0,9.7,23.277,72600.0,2.8,67990.0,2016,2032.8,2547.7082400000004,2.257869,221.16,3984.288,4993.508150400001,4.42542324,433.4736
48807,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",15-0000,Computer and Mathematical Occupations,127940.0,2.6,35.161,86870.0,0.8,83800.0,2016,694.96,870.993368,0.9141860000000002,3326.44,1362.1216,1707.14700128,1.7918045600000003,6519.8224
49501,IL,19180,"Danville, IL",15-0000,Computer and Mathematical Occupations,280.0,10.5,10.85,64040.0,2.9,57310.0,2016,1857.16,2327.578628,1.1392499999999999,29.4,3640.0336,4562.054110880001,2.2329299999999996,57.623999999999995
49659,IL,19500,"Decatur, IL",15-0000,Computer and Mathematical Occupations,390.0,15.9,7.988,68770.0,7.1,62440.0,2016,4882.67,6119.4503110000005,1.270092,62.01,9570.0332,11994.122609560001,2.48938032,121.5396
49901,IL,20994,"Elgin, IL Metropolitan Division",15-0000,Computer and Mathematical Occupations,4430.0,16.1,17.935,78260.0,3.1,72680.0,2016,2426.06,3040.5809980000004,2.887535,713.23,4755.0776,5959.538756080001,5.6595686,1397.9308
50331,IL,28100,"Kankakee, IL",15-0000,Computer and Mathematical Occupations,360.0,10.8,8.777,63650.0,4.7,58580.0,2016,2991.55,3749.309615,0.947916,38.88,5863.438,7348.6468454000005,1.85791536,76.2048
50572,IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",15-0000,Computer and Mathematical Occupations,14640.0,19.3,36.533,90670.0,2.0,89830.0,2016,1813.4,2272.7342200000003,7.0508690000000005,2825.52,3554.264,4454.5590712,13.81970324,5538.0192
51098,IL,37900,"Peoria, IL",15-0000,Computer and Mathematical Occupations,5090.0,9.5,29.173,84270.0,6.1,81680.0,2016,5140.469999999999,6442.5510509999995,2.7714349999999994,483.55,10075.321199999998,12627.400059959999,5.432012599999998,947.758
51490,IL,40420,"Rockford, IL",15-0000,Computer and Mathematical Occupations,1320.0,9.5,8.925,66880.0,3.1,65420.0,2016,2073.28,2598.441824,0.847875,125.4,4063.6288000000004,5092.94597504,1.661835,245.78400000000002
51856,IL,44100,"Springfield, IL",15-0000,Computer and Mathematical Occupations,3080.0,10.3,28.978,83350.0,3.7,82500.0,2016,3083.95,3865.114535,2.9847340000000004,317.24,6044.5419999999995,7575.6244886,5.85007864,621.7904
52193,IN,14020,"Bloomington, IN",15-0000,Computer and Mathematical Occupations,1690.0,9.1,25.103,67360.0,3.4,65750.0,2016,2290.24,2870.357792,2.284373,153.79,4488.8704,5625.901272319999,4.47737108,301.42839999999995
52448,IN,18020,"Columbus, IN",15-0000,Computer and Mathematical Occupations,970.0,27.0,19.764,71280.0,3.0,70250.0,2016,2138.4,2680.05672,5.3362799999999995,261.9,4191.264,5252.9111712,10.4591088,513.324
52671,IN,21140,"Elkhart-Goshen, IN",15-0000,Computer and Mathematical Occupations,1030.0,10.9,8.123,61650.0,2.6,57630.0,2016,1602.9,2008.9145700000001,0.885407,112.27,3141.684,3937.4725572,1.7353977200000001,220.04919999999998
53025,IN,21780,"Evansville, IN-KY",15-0000,Computer and Mathematical Occupations,2130.0,9.2,13.928,66700.0,2.6,61970.0,2016,1734.2,2173.4728600000003,1.2813759999999998,195.96,3399.032,4260.006805600001,2.5114969599999997,384.0816
53478,IN,23060,"Fort Wayne, IN",15-0000,Computer and Mathematical Occupations,4070.0,9.4,19.186,74080.0,3.5,70160.0,2016,2592.8,3249.55624,1.803484,382.58,5081.888,6369.1302304,3.53482864,749.8567999999999
53924,IN,23844,"Gary, IN Metropolitan Division",15-0000,Computer and Mathematical Occupations,2510.0,6.7,9.414,60160.0,5.7,55250.0,2016,3429.12,4297.716096,0.630738,168.17,6721.075199999999,8423.52354816,1.23624648,329.61319999999995
54415,IN,26900,"Indianapolis-Carmel-Anderson, IN",15-0000,Computer and Mathematical Occupations,31540.0,3.7,31.078,74930.0,1.2,72550.0,2016,899.16,1126.917228,1.149886,1166.98,1762.3536,2208.75776688,2.25377656,2287.2808
55013,IN,29020,"Kokomo, IN",15-0000,Computer and Mathematical Occupations,420.0,43.0,10.606,74210.0,3.3,73200.0,2016,2448.93,3069.243969,4.56058,180.6,4799.9028,6015.71817924,8.9387368,353.976
55200,IN,29200,"Lafayette-West Lafayette, IN",15-0000,Computer and Mathematical Occupations,1340.0,7.6,14.825,68130.0,3.1,62930.0,2016,2112.03,2647.007199,1.1266999999999998,101.84,4139.5788,5188.13411004,2.2083319999999995,199.6064
55476,IN,33140,"Michigan City-La Porte, IN",15-0000,Computer and Mathematical Occupations,240.0,16.3,5.944,64020.0,2.9,61030.0,2016,1856.58,2326.8517140000004,0.9688720000000001,39.12,3638.8968,4560.62935944,1.8989891200000002,76.67519999999999
55695,IN,34620,"Muncie, IN",15-0000,Computer and Mathematical Occupations,1010.0,13.5,22.519,65440.0,3.7,63060.0,2016,2421.28,3034.590224,3.040065,136.35,4745.7088,5947.79683904,5.9585273999999995,267.246
55923,IN,43780,"South Bend-Mishawaka, IN-MI",15-0000,Computer and Mathematical Occupations,2190.0,7.2,16.5,59290.0,2.1,55360.0,2016,1245.09,1560.4712970000003,1.188,157.68,2440.3763999999996,3058.5237421200004,2.32848,309.0528
56298,IN,45460,"Terre Haute, IN",15-0000,Computer and Mathematical Occupations,530.0,9.1,8.065,61030.0,3.1,59700.0,2016,1891.93,2371.155869,0.733915,48.23,3708.1828,4647.4655032400005,1.4384734,94.53079999999999
56578,KS,29940,"Lawrence, KS",15-0000,Computer and Mathematical Occupations,1770.0,5.2,35.801,84970.0,9.0,79930.0,2016,7647.3,9584.36109,1.8616520000000003,92.04,14988.708,18785.3477364,3.6488379200000005,180.3984
56810,KS,31740,"Manhattan, KS",15-0000,Computer and Mathematical Occupations,630.0,4.0,16.754,58900.0,3.3,56730.0,2016,1943.7,2436.03921,0.6701600000000001,25.2,3809.652,4774.636851599999,1.3135136,49.391999999999996
57037,KS,45820,"Topeka, KS",15-0000,Computer and Mathematical Occupations,2980.0,3.5,27.131,67200.0,3.2,61750.0,2016,2150.4,2695.0963200000006,0.949585,104.3,4214.784,5282.388787200001,1.8611866,204.428
57412,KS,48620,"Wichita, KS",15-0000,Computer and Mathematical Occupations,5960.0,5.8,20.068,68350.0,2.7,64970.0,2016,1845.45,2312.902485,1.163944,345.68,3617.082,4533.2888706,2.28133024,677.5328
57896,KY,14540,"Bowling Green, KY",15-0000,Computer and Mathematical Occupations,740.0,12.3,10.286,59260.0,5.5,52680.0,2016,3259.3,4084.88069,1.2651780000000001,91.02,6388.228,8006.3661524,2.4797488800000003,178.39919999999998
58186,KY,21060,"Elizabethtown-Fort Knox, KY",15-0000,Computer and Mathematical Occupations,1550.0,10.9,29.12,72800.0,4.5,73370.0,2016,3276.0,4105.8108,3.17408,168.95,6420.96,8047.389168000001,6.2211967999999995,331.142
58451,KY,30460,"Lexington-Fayette, KY",15-0000,Computer and Mathematical Occupations,4950.0,8.3,18.34,68190.0,2.7,64550.0,2016,1841.13,2307.4882290000005,1.5222200000000001,410.85,3608.6148000000003,4522.676928840001,2.9835512000000004,805.2660000000001
58936,KY,31140,"Louisville/Jefferson County, KY-IN",15-0000,Computer and Mathematical Occupations,13860.0,5.4,21.52,72790.0,1.5,70010.0,2016,1091.85,1368.4156050000001,1.16208,748.44,2140.026,2682.0945858,2.2776768,1466.9424000000001
59512,KY,36980,"Owensboro, KY",15-0000,Computer and Mathematical Occupations,360.0,6.9,7.453,61640.0,3.3,58170.0,2016,2034.12,2549.3625960000004,0.5142570000000001,24.84,3986.8751999999995,4996.750688160001,1.00794372,48.6864
59753,LA,10780,"Alexandria, LA",15-0000,Computer and Mathematical Occupations,350.0,10.9,5.796,61030.0,3.1,60120.0,2016,1891.93,2371.155869,0.6317640000000001,38.15,3708.1828,4647.4655032400005,1.2382574400000002,74.774
60044,LA,12940,"Baton Rouge, LA",15-0000,Computer and Mathematical Occupations,5910.0,5.2,14.935,61730.0,2.8,56210.0,2016,1728.44,2166.2538520000003,0.7766200000000001,307.32,3387.7424,4245.857549920001,1.5221752000000002,602.3471999999999
60534,LA,25220,"Hammond, LA",15-0000,Computer and Mathematical Occupations,440.0,8.3,10.51,54830.0,9.7,48710.0,2016,5318.51,6665.688583000001,0.87233,36.52,10424.2796,13064.749622680001,1.7097668000000001,71.5792
60729,LA,26380,"Houma-Thibodaux, LA",15-0000,Computer and Mathematical Occupations,410.0,10.1,4.55,54740.0,3.2,52720.0,2016,1751.68,2195.380544,0.45954999999999996,41.41,3433.2928,4302.94586624,0.9007179999999999,81.16359999999999
61055,LA,29180,"Lafayette, LA",15-0000,Computer and Mathematical Occupations,1630.0,7.8,8.007,57640.0,2.5,52030.0,2016,1441.0,1806.0053,0.624546,127.14,2824.36,3539.770388,1.2241101600000002,249.1944
61478,LA,29340,"Lake Charles, LA",15-0000,Computer and Mathematical Occupations,430.0,6.6,4.192,57420.0,2.7,53910.0,2016,1550.34,1943.041122,0.27667200000000003,28.38,3038.6663999999996,3808.36059912,0.5422771200000001,55.6248
61788,LA,33740,"Monroe, LA",15-0000,Computer and Mathematical Occupations,1000.0,8.3,13.008,60030.0,6.9,54480.0,2016,4142.07,5191.2563310000005,1.0796640000000002,83.0,8118.457199999999,10174.86240876,2.1161414400000003,162.68
62113,LA,35380,"New Orleans-Metairie, LA",15-0000,Computer and Mathematical Occupations,7550.0,4.4,13.521,67710.0,3.5,61720.0,2016,2369.85,2970.133005,0.5949240000000001,332.2,4644.906,5821.4606898,1.1660510400000001,651.112
62688,LA,43340,"Shreveport-Bossier City, LA",15-0000,Computer and Mathematical Occupations,1370.0,8.4,7.683,61600.0,2.6,58880.0,2016,1601.6,2007.2852800000003,0.645372,115.08,3139.136,3934.2791488000007,1.26492912,225.55679999999998
63114,MA,70900,"Barnstable Town, MA",15-0000,Computer and Mathematical Occupations,1080.0,9.3,10.602,78180.0,3.9,73040.0,2016,3049.02,3821.336766,0.985986,100.44,5976.0792,7489.820061359999,1.93253256,196.86239999999998
63470,MA,71654,"Boston-Cambridge-Newton, MA NECTA Division",15-0000,Computer and Mathematical Occupations,98150.0,2.3,54.438,97660.0,1.1,94510.0,2016,1074.2600000000002,1346.3700580000002,1.252074,2257.45,2105.5496000000003,2638.8853136800003,2.4540650399999997,4424.602
64119,MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division",15-0000,Computer and Mathematical Occupations,600.0,13.8,7.642,81320.0,3.0,77300.0,2016,2439.6,3057.5506800000003,1.054596,82.8,4781.616,5992.7993328,2.0670081600000003,162.28799999999998
64444,MA,73104,"Framingham, MA NECTA Division",15-0000,Computer and Mathematical Occupations,15010.0,4.1,86.041,98040.0,1.8,95300.0,2016,1764.72,2211.7235760000003,3.5276809999999994,615.41,3458.8512,4334.97820896,6.914254759999999,1206.2035999999998
64823,MA,73604,"Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division",15-0000,Computer and Mathematical Occupations,780.0,10.8,12.052,75200.0,3.1,69370.0,2016,2331.2,2921.6929600000003,1.3016159999999999,84.24,4569.151999999999,5726.518201600001,2.5511673599999996,165.1104
65124,MA,74204,"Lawrence-Methuen Town-Salem, MA-NH NECTA Division",15-0000,Computer and Mathematical Occupations,1870.0,9.6,23.412,90180.0,3.0,86310.0,2016,2705.4,3390.67782,2.2475519999999998,179.52,5302.584,6645.7285272,4.40520192,351.8592
65425,MA,74500,"Leominster-Gardner, MA",15-0000,Computer and Mathematical Occupations,560.0,21.8,11.135,68230.0,5.9,57390.0,2016,4025.57,5045.246881,2.4274299999999998,122.08,7890.117200000001,9888.68388676,4.757762799999999,239.27679999999998
65693,MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",15-0000,Computer and Mathematical Occupations,9510.0,14.7,62.851,116080.0,6.9,108200.0,2016,8009.52,10038.331416,9.239097,1397.97,15698.6592,19675.129575360002,18.108630119999997,2740.0212
66051,MA,74854,"Lynn-Saugus-Marblehead, MA NECTA Division",15-0000,Computer and Mathematical Occupations,310.0,20.1,7.33,74130.0,4.4,69770.0,2016,3261.72,4087.913676,1.47333,62.31,6392.971199999999,8012.3108049600005,2.8877268,122.1276
66253,MA,75550,"New Bedford, MA",15-0000,Computer and Mathematical Occupations,560.0,10.2,8.7,81980.0,2.8,79970.0,2016,2295.4399999999996,2876.874952,0.8873999999999999,57.12,4499.062399999999,5638.67490592,1.7393039999999997,111.95519999999999
66534,MA,76524,"Peabody-Salem-Beverly, MA NECTA Division",15-0000,Computer and Mathematical Occupations,1430.0,8.5,15.119,84090.0,2.8,81450.0,2016,2354.5199999999995,2950.9199160000003,1.2851150000000002,121.55,4614.859199999999,5783.803035360001,2.5188254000000003,238.238
66858,MA,76600,"Pittsfield, MA",15-0000,Computer and Mathematical Occupations,670.0,36.3,16.464,79570.0,5.9,78380.0,2016,4694.63,5883.779779,5.976431999999999,243.20999999999995,9201.4748,11532.208366840001,11.713806719999997,476.6915999999999
67106,MA,78100,"Springfield, MA-CT",15-0000,Computer and Mathematical Occupations,5470.0,7.6,17.169,78260.0,2.8,76890.0,2016,2191.28,2746.331224,1.304844,415.72,4294.9088,5382.80919904,2.5574942399999996,814.8112
67618,MA,78254,"Taunton-Middleborough-Norton, MA NECTA Division",15-0000,Computer and Mathematical Occupations,780.0,9.1,13.394,98320.0,3.1,99310.0,2016,3047.92,3819.9581360000006,1.2188539999999999,70.98,5973.9232,7487.117946560001,2.3889538399999997,139.1208
67895,MA,79600,"Worcester, MA-CT",15-0000,Computer and Mathematical Occupations,5870.0,7.4,21.147,85680.0,1.9,82690.0,2016,1627.92,2040.2721360000003,1.564878,434.38,3190.7232,3998.9333865600006,3.06716088,851.3847999999999
68411,MD,12580,"Baltimore-Columbia-Towson, MD",15-0000,Computer and Mathematical Occupations,62290.0,2.5,46.368,95640.0,1.4,92900.0,2016,1338.96,1678.118568,1.1592,1557.25,2624.3616,3289.11239328,2.272032,3052.21
69078,MD,15680,"California-Lexington Park, MD",15-0000,Computer and Mathematical Occupations,3850.0,5.0,87.573,95450.0,1.6,95430.0,2016,1527.2,1914.0397600000003,4.3786499999999995,192.5,2993.312,3751.5179296000006,8.582154,377.3
69271,MD,19060,"Cumberland, MD-WV",15-0000,Computer and Mathematical Occupations,420.0,15.1,11.501,68010.0,7.0,61830.0,2016,4760.7,5966.58531,1.736651,63.42,9330.972,11694.5072076,3.40383596,124.3032
69487,MD,25180,"Hagerstown-Martinsburg, MD-WV",15-0000,Computer and Mathematical Occupations,2590.0,13.3,25.568,82500.0,4.0,79570.0,2016,3300.0,4135.89,3.4005440000000005,344.47,6468.0,8106.344400000001,6.665066240000001,675.1612
69832,MD,41540,"Salisbury, MD-DE",15-0000,Computer and Mathematical Occupations,1390.0,5.5,8.968,78250.0,4.9,69560.0,2016,3834.25,4805.4655250000005,0.49323999999999996,76.45,7515.13,9418.712429000001,0.9667503999999999,149.842
70273,MD,43524,"Silver Spring-Frederick-Rockville, MD Metropolitan Division",15-0000,Computer and Mathematical Occupations,34370.0,3.3,59.122,101690.0,2.3,97640.0,2016,2338.87,2931.305771,1.951026,1134.21,4584.1852,5745.359311159999,3.82401096,2223.0516000000002
70815,ME,70750,"Bangor, ME",15-0000,Computer and Mathematical Occupations,1090.0,16.8,16.923,73380.0,9.0,62620.0,2016,6604.2,8277.04386,2.843064,183.12,12944.232,16223.0059656,5.57240544,358.9152
71107,ME,74650,"Lewiston-Auburn, ME",15-0000,Computer and Mathematical Occupations,840.0,16.0,16.986,63680.0,3.3,61920.0,2016,2101.44,2633.7347520000003,2.71776,134.4,4118.8224,5162.12011392,5.3268096,263.424
71388,ME,76750,"Portland-South Portland, ME",15-0000,Computer and Mathematical Occupations,5960.0,5.9,29.583,78350.0,2.4,73530.0,2016,1880.4,2356.70532,1.745397,351.64,3685.5840000000003,4619.1424272,3.42097812,689.2144
71869,MI,11460,"Ann Arbor, MI",15-0000,Computer and Mathematical Occupations,8090.0,5.8,38.354,80930.0,4.1,77070.0,2016,3318.13,4158.612329,2.224532,469.22,6503.5348,8150.880164839999,4.360082719999999,919.6712
72278,MI,12980,"Battle Creek, MI",15-0000,Computer and Mathematical Occupations,860.0,3.7,15.843,80810.0,5.6,75740.0,2016,4525.36,5671.633688000001,0.586191,31.82,8869.7056,11116.40202848,1.14893436,62.3672
72713,MI,19804,"Detroit-Dearborn-Livonia, MI Metropolitan Division",15-0000,Computer and Mathematical Occupations,21400.0,7.2,29.78,81610.0,1.8,79970.0,2016,1468.98,1841.0726340000003,2.1441600000000003,1540.8,2879.2008,3608.5023626400007,4.202553600000001,3019.968
73273,MI,22420,"Flint, MI",15-0000,Computer and Mathematical Occupations,2430.0,40.7,17.988,57850.0,4.6,55100.0,2016,2661.1,3335.15663,7.321116000000001,989.01,5215.755999999999,6536.9069948,14.349387360000001,1938.4596
73638,MI,24340,"Grand Rapids-Wyoming, MI",15-0000,Computer and Mathematical Occupations,9430.0,5.5,17.064,66550.0,2.0,62180.0,2016,1331.0,1668.1423000000002,0.93852,518.65,2608.7599999999998,3269.5589080000004,1.8394992000000001,1016.554
74186,MI,27100,"Jackson, MI",15-0000,Computer and Mathematical Occupations,1190.0,13.4,20.145,83950.0,4.8,83710.0,2016,4029.6,5050.297680000001,2.69943,159.46,7898.016,9898.583452800001,5.2908828,312.5416
74441,MI,28020,"Kalamazoo-Portage, MI",15-0000,Computer and Mathematical Occupations,2190.0,11.6,16.015,64740.0,2.4,60610.0,2016,1553.76,1947.327408,1.85774,254.04,3045.3696,3816.76171968,3.6411704,497.91839999999996
74828,MI,29620,"Lansing-East Lansing, MI",15-0000,Computer and Mathematical Occupations,6800.0,4.8,33.071,69870.0,1.8,69310.0,2016,1257.66,1576.2252780000001,1.5874079999999997,326.4,2465.0136,3089.40154488,3.1113196799999994,639.7439999999999
75406,MI,33780,"Monroe, MI",15-0000,Computer and Mathematical Occupations,250.0,21.9,6.376,77060.0,4.9,73560.0,2016,3775.94,4732.385602,1.396344,54.75,7400.8423999999995,9275.47577992,2.73683424,107.31
75608,MI,34740,"Muskegon, MI",15-0000,Computer and Mathematical Occupations,390.0,7.8,6.375,71470.0,4.8,65380.0,2016,3430.56,4299.520848,0.49725,30.42,6723.897599999999,8427.06086208,0.9746100000000001,59.623200000000004
75856,MI,35660,"Niles-Benton Harbor, MI",15-0000,Computer and Mathematical Occupations,780.0,10.8,12.681,72780.0,8.8,69820.0,2016,6404.64,8026.9353120000005,1.369548,84.24,12553.0944,15732.79321152,2.68431408,165.1104
76123,MI,40980,"Saginaw, MI",15-0000,Computer and Mathematical Occupations,950.0,12.2,11.084,70560.0,6.7,62360.0,2016,4727.52,5925.000816000001,1.352248,115.9,9265.9392,11613.001599360001,2.6504060799999998,227.16400000000002
76443,MI,47664,"Warren-Troy-Farmington Hills, MI Metropolitan Division",15-0000,Computer and Mathematical Occupations,42400.0,5.2,35.149,80530.0,1.4,78120.0,2016,1127.42,1412.995486,1.827748,2204.8,2209.7432,2769.47115256,3.5823860799999996,4321.408
77063,MN,20260,"Duluth, MN-WI",15-0000,Computer and Mathematical Occupations,1680.0,8.9,13.381,64110.0,1.7,61990.0,2016,1089.87,1365.9340710000001,1.190909,149.52,2136.1452,2677.23077916,2.33418164,293.05920000000003
77464,MN,31860,"Mankato-North Mankato, MN",15-0000,Computer and Mathematical Occupations,1050.0,14.0,20.284,63250.0,4.6,56400.0,2016,2909.5,3646.47635,2.83976,147.0,5702.62,7147.093645999999,5.5659296,288.12
77765,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-0000,Computer and Mathematical Occupations,82440.0,3.4,43.155,86780.0,1.0,83570.0,2016,867.8,1087.61374,1.46727,2802.96,1700.888,2131.7229303999998,2.8758492,5493.8016
78471,MN,40340,"Rochester, MN",15-0000,Computer and Mathematical Occupations,4150.0,22.9,36.225,88080.0,2.8,86250.0,2016,2466.24,3090.938592,8.295525,950.35,4833.8304,6058.23964032,16.259228999999998,1862.686
78825,MN,41060,"St. Cloud, MN",15-0000,Computer and Mathematical Occupations,1730.0,10.0,16.834,70260.0,2.2,66370.0,2016,1545.72,1937.250876,1.6834,173.0,3029.6112,3797.01171696,3.299464,339.08
79168,MO,16020,"Cape Girardeau, MO-IL",15-0000,Computer and Mathematical Occupations,460.0,7.9,10.678,50830.0,3.4,45200.0,2016,1728.22,2165.978126,0.8435620000000001,36.34,3387.3112,4245.31712696,1.6533815200000002,71.22640000000001
79417,MO,17860,"Columbia, MO",15-0000,Computer and Mathematical Occupations,2920.0,12.6,31.883,58700.0,3.6,54170.0,2016,2113.2,2648.4735600000004,4.017258,367.92,4141.871999999999,5191.008177600001,7.8738256799999995,721.1232
79747,MO,27620,"Jefferson City, MO",15-0000,Computer and Mathematical Occupations,2570.0,7.1,35.593,56110.0,4.6,52780.0,2016,2581.0599999999995,3234.842498,2.5271030000000003,182.47,5058.877599999999,6340.2912960799995,4.95312188,357.64119999999997
80035,MO,27900,"Joplin, MO",15-0000,Computer and Mathematical Occupations,800.0,15.4,10.405,65730.0,3.5,63180.0,2016,2300.55,2883.279315,1.6023699999999999,123.2,4509.078,5651.2274574,3.1406452,241.472
80347,MO,28140,"Kansas City, MO-KS",15-0000,Computer and Mathematical Occupations,44310.0,4.4,42.473,79300.0,1.2,77200.0,2016,951.6,1192.64028,1.8688120000000001,1949.6400000000003,1865.136,2337.5749488,3.6628715200000004,3821.2944000000007
80984,MO,41140,"St. Joseph, MO-KS",15-0000,Computer and Mathematical Occupations,580.0,23.5,11.018,70580.0,6.3,63940.0,2016,4446.54,5572.8485820000005,2.58923,136.3,8715.2184,10922.78322072,5.0748908,267.148
81259,MO,41180,"St. Louis, MO-IL",15-0000,Computer and Mathematical Occupations,46000.0,3.3,34.196,82930.0,1.4,80390.0,2016,1161.0199999999998,1455.106366,1.1284679999999998,1518.0,2275.5991999999997,2852.0084773599997,2.2117972799999994,2975.2799999999997
81941,MO,44180,"Springfield, MO",15-0000,Computer and Mathematical Occupations,4430.0,8.6,22.02,56470.0,2.3,54070.0,2016,1298.81,1627.798573,1.8937199999999998,380.98,2545.6675999999998,3190.48520308,3.7116911999999997,746.7208
82389,MS,25060,"Gulfport-Biloxi-Pascagoula, MS",15-0000,Computer and Mathematical Occupations,2410.0,4.2,16.079,67750.0,3.1,64210.0,2016,2100.25,2632.2433250000004,0.6753180000000001,101.22,4116.49,5159.196917,1.32362328,198.3912
82793,MS,25620,"Hattiesburg, MS",15-0000,Computer and Mathematical Occupations,450.0,16.8,7.535,66550.0,4.0,60340.0,2016,2662.0,3336.2846000000004,1.2658800000000001,75.6,5217.5199999999995,6539.117816000001,2.4811248000000004,148.176
83078,MS,27140,"Jackson, MS",15-0000,Computer and Mathematical Occupations,4080.0,7.4,15.546,67510.0,3.9,60470.0,2016,2632.89,3299.801037,1.150404,301.92,5160.4644,6467.6100325200005,2.2547918399999998,591.7632
83549,MT,13740,"Billings, MT",15-0000,Computer and Mathematical Occupations,1230.0,6.9,14.209,62600.0,3.6,58110.0,2016,2253.6,2824.43688,0.9804210000000001,84.87,4417.056,5535.8962848,1.92162516,166.3452
