,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
7852,AZ,43420,"Sierra Vista-Douglas, AZ",15-0000,Computer and Mathematical Occupations,1770.0,6.6,55.339,86770.0,2.7,86980.0,2017,2342.7900000000004,2936.2187070000004,3.652374,116.82,4591.8684,5754.98866572,7.15865304,228.9672
8090,AZ,46060,"Tucson, AZ",15-0000,Computer and Mathematical Occupations,12210.0,4.6,33.471,80670.0,4.8,76720.0,2017,3872.16,4852.978128,1.5396659999999998,561.66,7589.433599999999,9511.83713088,3.0177453599999993,1100.8536
8590,AZ,49740,"Yuma, AZ",15-0000,Computer and Mathematical Occupations,510.0,11.3,8.376,70130.0,3.9,66440.0,2017,2735.07,3427.8632310000003,0.946488,57.63,5360.7372000000005,6718.611932760001,1.85511648,112.9548
8875,CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,55490.0,3.2,34.335,95160.0,1.4,91220.0,2017,1332.24,1669.696392,1.0987200000000001,1775.68,2611.1904,3272.60492832,2.1534912000000004,3480.3328
9520,CA,12540,"Bakersfield, CA",15-0000,Computer and Mathematical Occupations,4170.0,6.5,13.743,87890.0,2.5,85570.0,2017,2197.25,2753.8134250000003,0.893295,271.05,4306.61,5397.474313000001,1.7508582,531.258
9983,CA,17020,"Chico, CA",15-0000,Computer and Mathematical Occupations,1400.0,24.2,17.416,73880.0,6.4,64990.0,2017,4728.32,5926.003456,4.214672,338.8,9267.5072,11614.966773760001,8.260757120000001,664.048
10278,CA,20940,"El Centro, CA",15-0000,Computer and Mathematical Occupations,320.0,11.2,5.311,73520.0,6.1,70750.0,2017,4484.72,5620.699576000001,0.5948319999999999,35.84,8790.0512,11016.571168960001,1.1658707199999998,70.24640000000001
10527,CA,23420,"Fresno, CA",15-0000,Computer and Mathematical Occupations,3310.0,6.3,8.89,73210.0,2.0,68430.0,2017,1464.2,1835.0818600000002,0.5600700000000001,208.53,2869.832,3596.7604456000004,1.0977372,408.7188
11008,CA,25260,"Hanford-Corcoran, CA",15-0000,Computer and Mathematical Occupations,340.0,12.3,8.097,70580.0,5.7,65310.0,2017,4023.06,5042.101098,0.9959310000000001,41.82,7885.1975999999995,9882.51815208,1.9520247600000002,81.9672
11242,CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,110160.0,3.0,24.862,93590.0,1.2,89630.0,2017,1123.08,1407.556164,0.74586,3304.8,2201.2367999999997,2758.81008144,1.4618856,6477.408
11948,CA,31460,"Madera, CA",15-0000,Computer and Mathematical Occupations,300.0,8.2,6.966,71410.0,4.0,65580.0,2017,2856.4,3579.92612,0.5712119999999999,24.6,5598.544,7016.6551952,1.11957552,48.216
12427,CA,33700,"Modesto, CA",15-0000,Computer and Mathematical Occupations,1390.0,8.8,7.667,71440.0,3.1,66920.0,2017,2214.64,2775.6083120000003,0.674696,122.32000000000002,4340.694399999999,5440.19229152,1.3224041599999998,239.74720000000005
12826,CA,34900,"Napa, CA",15-0000,Computer and Mathematical Occupations,670.0,13.4,9.156,85680.0,4.9,78310.0,2017,4198.320000000001,5261.754456000001,1.2269040000000002,89.78,8228.7072,10313.03873376,2.40473184,175.9688
13128,CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,41500.0,4.0,36.464,107880.0,1.6,104910.0,2017,1726.08,2163.296064,1.4585599999999999,1660.0,3383.1168,4240.06028544,2.8587776,3253.6
13766,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,Computer and Mathematical Occupations,7260.0,6.8,23.429,90150.0,2.7,85220.0,2017,2434.05,3050.5948650000005,1.5931719999999998,493.68,4770.738,5979.165935400001,3.1226171199999997,967.6128
14239,CA,39820,"Redding, CA",15-0000,Computer and Mathematical Occupations,640.0,12.4,9.933,71690.0,5.0,65980.0,2017,3584.5,4492.45385,1.231692,79.36,7025.62,8805.209546,2.4141163199999998,155.5456
14554,CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,Computer and Mathematical Occupations,14740.0,4.4,10.272,77540.0,2.4,74040.0,2017,1860.96,2332.3411680000004,0.45196800000000004,648.5600000000001,3647.4816,4571.388689280001,0.8858572800000001,1271.1776
15219,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",15-0000,Computer and Mathematical Occupations,34370.0,3.9,35.792,87800.0,1.3,84940.0,2017,1141.4,1430.51662,1.395888,1340.43,2237.1440000000002,2803.8125752,2.73594048,2627.2428
15860,CA,41500,"Salinas, CA",15-0000,Computer and Mathematical Occupations,2070.0,8.5,12.025,96730.0,4.9,89670.0,2017,4739.77,5940.353741000002,1.022125,175.95,9289.949200000001,11643.093332360004,2.003365,344.86199999999997
16265,CA,41740,"San Diego-Carlsbad, CA",15-0000,Computer and Mathematical Occupations,52200.0,2.6,36.419,96710.0,1.4,93900.0,2017,1353.94,1696.893002,0.9468939999999999,1357.2,2653.7224,3325.91028392,1.8559122399999999,2660.112
16944,CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,93670.0,4.0,83.902,124880.0,2.5,120050.0,2017,3122.0,3912.8026,3.35608,3746.8,6119.12,7669.093096,6.5779168,7343.728
17528,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and Mathematical Occupations,132140.0,3.1,121.332,122900.0,1.2,120120.0,2017,1474.8,1848.3668400000001,3.7612919999999996,4096.34,2890.6079999999997,3622.7990064,7.3721323199999995,8028.8264
18100,CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",15-0000,Computer and Mathematical Occupations,2530.0,32.5,21.707,71580.0,3.3,65440.0,2017,2362.14,2960.470062,7.054775000000001,822.25,4629.7944,5802.521321519999,13.827359000000001,1611.61
18459,CA,42034,"San Rafael, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,3260.0,8.5,28.362,107220.0,2.6,102440.0,2017,2787.72,3493.8494760000003,2.41077,277.1,5463.931199999999,6847.94497296,4.7251091999999995,543.116
18805,CA,42100,"Santa Cruz-Watsonville, CA",15-0000,Computer and Mathematical Occupations,1950.0,8.4,19.998,92910.0,4.1,85320.0,2017,3809.3099999999995,4774.208223,1.6798320000000002,163.8,7466.247599999999,9357.448117079999,3.2924707200000003,321.048
19150,CA,42200,"Santa Maria-Santa Barbara, CA",15-0000,Computer and Mathematical Occupations,5350.0,7.7,28.815,97940.0,2.9,92880.0,2017,2840.26,3559.697858,2.2187550000000003,411.95,5566.9096,6977.00780168,4.348759800000001,807.4219999999999
19591,CA,42220,"Santa Rosa, CA",15-0000,Computer and Mathematical Occupations,3190.0,10.7,15.75,90200.0,3.1,86910.0,2017,2796.2,3504.4774600000005,1.6852499999999997,341.33,5480.552,6868.775821600001,3.303089999999999,669.0068
20042,CA,44700,"Stockton-Lodi, CA",15-0000,Computer and Mathematical Occupations,1790.0,7.8,7.394,76090.0,2.9,70990.0,2017,2206.61,2765.544313,0.576732,139.62,4324.9556,5420.466853479999,1.13039472,273.6552
20479,CA,46700,"Vallejo-Fairfield, CA",15-0000,Computer and Mathematical Occupations,1680.0,10.6,12.353,86220.0,3.4,82600.0,2017,2931.48,3674.023884,1.309418,178.08,5745.7008,7201.08681264,2.5664592799999997,349.0368
20860,CA,47300,"Visalia-Porterville, CA",15-0000,Computer and Mathematical Occupations,1080.0,11.0,7.06,75170.0,4.6,68450.0,2017,3457.82,4333.685806,0.7766,118.8,6777.327200000001,8494.024179760001,1.522136,232.84799999999998
21205,CA,49700,"Yuba City, CA",15-0000,Computer and Mathematical Occupations,240.0,11.0,5.663,84470.0,8.1,73620.0,2017,6842.07,8575.166331,0.6229300000000001,26.4,13410.457199999999,16807.32600876,1.2209428000000002,51.744
21443,CO,14500,"Boulder, CO",15-0000,Computer and Mathematical Occupations,13740.0,4.3,76.986,95520.0,1.7,92440.0,2017,1623.84,2035.158672,3.310398,590.82,3182.7263999999996,3988.91099712,6.488380080000001,1158.0072
21877,CO,17820,"Colorado Springs, CO",15-0000,Computer and Mathematical Occupations,13980.0,3.8,50.862,94400.0,1.7,92960.0,2017,1604.8,2011.29584,1.932756,531.24,3145.408,3942.1398464,3.7882017599999998,1041.2304
22375,CO,19740,"Denver-Aurora-Lakewood, CO",15-0000,Computer and Mathematical Occupations,71000.0,2.7,49.199,96940.0,1.3,94210.0,2017,1260.22,1579.433726,1.328373,1917.0,2470.0312,3095.69010296,2.60361108,3757.3199999999997
23029,CO,22660,"Fort Collins, CO",15-0000,Computer and Mathematical Occupations,5020.0,4.7,32.484,91030.0,3.1,88940.0,2017,2821.93,3536.724869,1.526748,235.94,5530.9828,6931.98074324,2.99242608,462.44239999999996
23422,CO,24300,"Grand Junction, CO",15-0000,Computer and Mathematical Occupations,620.0,9.3,10.466,73340.0,3.6,69070.0,2017,2640.24,3309.0127920000004,0.9733379999999999,57.66,5174.8704,6485.665072320001,1.9077424799999998,113.0136
23711,CO,24540,"Greeley, CO",15-0000,Computer and Mathematical Occupations,1160.0,12.9,11.977,69710.0,3.3,67600.0,2017,2300.43,2883.1289190000007,1.5450329999999999,149.64,4508.842799999999,5650.932681240001,3.0282646799999995,293.2944
24047,CO,39380,"Pueblo, CO",15-0000,Computer and Mathematical Occupations,580.0,10.5,9.71,64440.0,2.8,61840.0,2017,1804.32,2261.354256,1.0195500000000002,60.9,3536.4671999999996,4432.25434176,1.9983180000000003,119.36399999999999
24331,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,Computer and Mathematical Occupations,14000.0,11.1,33.691,99340.0,2.1,94280.0,2017,2086.14,2614.559262,3.739701,1554.0,4088.8343999999997,5124.53615352,7.32981396,3045.84
24832,CT,72850,"Danbury, CT",15-0000,Computer and Mathematical Occupations,1660.0,6.4,21.095,86040.0,3.2,79440.0,2017,2753.28,3450.685824,1.3500800000000002,106.24,5396.428800000001,6763.344215040001,2.6461568000000004,208.23039999999997
25155,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,Computer and Mathematical Occupations,22480.0,5.8,38.646,91980.0,1.3,90270.0,2017,1195.74,1498.6209420000002,2.241468,1303.84,2343.6504,2937.2970463200004,4.3932772799999995,2555.5263999999997
25716,CT,75700,"New Haven, CT",15-0000,Computer and Mathematical Occupations,5330.0,5.5,19.516,81390.0,1.9,78200.0,2017,1546.41,1938.115653,1.07338,293.15,3030.9636,3798.70667988,2.1038248,574.574
26190,CT,76450,"Norwich-New London-Westerly, CT-RI",15-0000,Computer and Mathematical Occupations,2330.0,7.3,18.235,84950.0,2.3,83350.0,2017,1953.8499999999997,2448.760205,1.3311549999999999,170.09,3829.5459999999994,4799.5700018,2.6090637999999995,333.3764
26525,CT,78700,"Waterbury, CT",15-0000,Computer and Mathematical Occupations,580.0,9.6,8.492,70820.0,2.7,67320.0,2017,1912.14,2396.485062,0.8152320000000001,55.68,3747.7944,4697.11072152,1.5978547200000002,109.1328
26839,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,Computer and Mathematical Occupations,193830.0,1.6,76.94,107350.0,0.8,105360.0,2017,858.8,1076.3340400000002,1.23104,3101.28,1683.2479999999998,2109.6147184,2.4128383999999996,6078.5088000000005
27520,DE,20100,"Dover, DE",15-0000,Computer and Mathematical Occupations,1060.0,5.7,16.766,73090.0,2.7,68650.0,2017,1973.43,2473.2998190000003,0.9556619999999999,60.42,3867.9228000000003,4847.667645240001,1.8730975199999997,118.4232
27804,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,Computer and Mathematical Occupations,16420.0,5.7,47.308,94150.0,1.6,91880.0,2017,1506.4,1887.9711200000002,2.6965559999999997,935.94,2952.5440000000003,3700.4233952000004,5.285249759999999,1834.4424000000001
28302,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,Computer and Mathematical Occupations,2690.0,5.7,10.43,65530.0,2.4,59290.0,2017,1572.72,1971.089976,0.59451,153.33,3082.5312,3863.33635296,1.1652396,300.52680000000004
28731,FL,18880,"Crestview-Fort Walton Beach-Destin, FL",15-0000,Computer and Mathematical Occupations,3120.0,5.2,29.247,85200.0,2.3,83630.0,2017,1959.5999999999997,2455.9666799999995,1.520844,162.24,3840.8159999999993,4813.694692799999,2.98085424,317.9904
29078,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,Computer and Mathematical Occupations,2340.0,16.7,12.187,63340.0,2.8,59530.0,2017,1773.52,2222.752616,2.0352289999999997,390.78,3476.0992,4356.59512736,3.9890488399999993,765.9287999999999
29504,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,21130.0,5.6,25.8,76950.0,1.8,71510.0,2017,1385.1,1735.9458300000001,1.4447999999999999,1183.2799999999997,2714.796,3402.4538268,2.8318079999999997,2319.2287999999994
30065,FL,23540,"Gainesville, FL",15-0000,Computer and Mathematical Occupations,3210.0,5.2,24.318,62990.0,1.6,58310.0,2017,1007.84,1263.125872,1.264536,166.92,1975.3664,2475.72670912,2.47849056,327.16319999999996
30414,FL,26140,"Homosassa Springs, FL",15-0000,Computer and Mathematical Occupations,300.0,9.4,9.267,58220.0,5.8,52010.0,2017,3376.76,4232.093308,0.8710979999999999,28.2,6618.4496,8294.90288368,1.70735208,55.272
30622,FL,27260,"Jacksonville, FL",15-0000,Computer and Mathematical Occupations,18020.0,5.8,26.964,79150.0,1.6,75840.0,2017,1266.4,1587.17912,1.563912,1045.16,2482.1440000000002,3110.8710752,3.06526752,2048.5136
31189,FL,29460,"Lakeland-Winter Haven, FL",15-0000,Computer and Mathematical Occupations,3290.0,4.0,15.333,66990.0,2.2,61400.0,2017,1473.78,1847.088474,0.61332,131.6,2888.6088,3620.29340904,1.2021072,257.936
31629,FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,20660.0,6.3,18.14,75870.0,1.6,70720.0,2017,1213.92,1521.405936,1.14282,1301.58,2379.2832000000003,2981.9556345600004,2.2399272,2551.0968
32233,FL,34940,"Naples-Immokalee-Marco Island, FL",15-0000,Computer and Mathematical Occupations,1490.0,10.6,10.457,76830.0,7.5,64690.0,2017,5762.25,7221.827925000001,1.108442,157.94,11294.01,14154.782733000002,2.17254632,309.56239999999997
32592,FL,35840,"North Port-Sarasota-Bradenton, FL",15-0000,Computer and Mathematical Occupations,3670.0,5.9,12.671,71740.0,3.0,65570.0,2017,2152.2,2697.35226,0.747589,216.53,4218.312,5286.8104296,1.46527444,424.3988
33041,FL,36100,"Ocala, FL",15-0000,Computer and Mathematical Occupations,780.0,15.1,7.741,66090.0,3.7,62600.0,2017,2445.33,3064.732089,1.168891,117.78,4792.846799999999,6006.87489444,2.2910263599999996,230.8488
33395,FL,36740,"Orlando-Kissimmee-Sanford, FL",15-0000,Computer and Mathematical Occupations,33250.0,3.9,27.496,79900.0,1.8,75470.0,2017,1438.2,1802.49606,1.072344,1296.75,2818.872,3532.8922776,2.10179424,2541.63
34005,FL,37340,"Palm Bay-Melbourne-Titusville, FL",15-0000,Computer and Mathematical Occupations,9720.0,6.6,47.021,87020.0,1.8,82970.0,2017,1566.36,1963.1189880000002,3.103386,641.52,3070.0656,3847.7132164800005,6.08263656,1257.3791999999999
34431,FL,37460,"Panama City, FL",15-0000,Computer and Mathematical Occupations,1250.0,5.5,15.587,76690.0,4.3,74300.0,2017,3297.67,4132.969811,0.857285,68.75,6463.4332,8100.62082956,1.6802785999999998,134.75
34738,FL,37860,"Pensacola-Ferry Pass-Brent, FL",15-0000,Computer and Mathematical Occupations,2830.0,5.7,16.662,66080.0,4.2,60360.0,2017,2775.36,3478.358688,0.949734,161.31,5439.7056,6817.5830284799995,1.8614786399999999,316.1676
35148,FL,38940,"Port St. Lucie, FL",15-0000,Computer and Mathematical Occupations,1910.0,26.1,13.519,64760.0,3.1,59230.0,2017,2007.56,2516.074948,3.5284590000000002,498.51,3934.8176,4931.50689808,6.91577964,977.0795999999999
35504,FL,39460,"Punta Gorda, FL",15-0000,Computer and Mathematical Occupations,420.0,15.2,8.933,62080.0,6.1,60560.0,2017,3786.88,4746.096704,1.357816,63.84,7422.2848,9302.34953984,2.66131936,125.1264
35706,FL,42680,"Sebastian-Vero Beach, FL",15-0000,Computer and Mathematical Occupations,480.0,10.8,9.542,63850.0,4.1,56750.0,2017,2617.85,3280.951405,1.0305360000000001,51.84,5130.986,6430.6647538,2.01985056,101.60640000000001
35938,FL,42700,"Sebring, FL",15-0000,Computer and Mathematical Occupations,180.0,7.3,7.153,52690.0,3.8,46540.0,2017,2002.22,2509.3823260000004,0.522169,13.14,3924.3512,4918.38935896,1.02345124,25.7544
36131,FL,45220,"Tallahassee, FL",15-0000,Computer and Mathematical Occupations,5770.0,3.8,34.207,63750.0,4.3,55720.0,2017,2741.25,3435.6086250000003,1.2998660000000002,219.26,5372.849999999999,6733.792905,2.54773736,429.7496
36552,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",15-0000,Computer and Mathematical Occupations,41120.0,4.0,32.119,76910.0,1.6,72350.0,2017,1230.56,1542.2608480000001,1.28476,1644.8,2411.8976,3022.83126208,2.5181296,3223.808
37144,FL,45540,"The Villages, FL",15-0000,Computer and Mathematical Occupations,150.0,19.2,5.908,69880.0,3.4,67930.0,2017,2375.92,2977.7405360000002,1.134336,28.8,4656.8032,5836.37145056,2.22329856,56.448
37339,FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,14030.0,9.6,23.25,74680.0,2.0,72300.0,2017,1493.6,1871.9288800000002,2.2319999999999998,1346.88,2927.4559999999997,3668.9806048,4.374719999999999,2639.8848000000003
37858,GA,10500,"Albany, GA",15-0000,Computer and Mathematical Occupations,620.0,18.4,10.238,63310.0,5.8,59980.0,2017,3671.98,4602.092534,1.8837919999999997,114.08,7197.0808,9020.101366640001,3.692232319999999,223.5968
38122,GA,12020,"Athens-Clarke County, GA",15-0000,Computer and Mathematical Occupations,1530.0,9.8,17.713,61880.0,4.1,56860.0,2017,2537.08,3179.7223639999997,1.7358740000000004,149.94000000000003,4972.6768,6232.255833439999,3.4023130400000006,293.8824
38443,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",15-0000,Computer and Mathematical Occupations,115940.0,2.4,44.26,88440.0,1.3,85060.0,2017,1149.72,1440.944076,1.0622399999999999,2782.56,2253.4512,2824.25038896,2.0819903999999996,5453.817599999999
39126,GA,12260,"Augusta-Richmond County, GA-SC",15-0000,Computer and Mathematical Occupations,3190.0,8.4,14.588,70590.0,2.3,67540.0,2017,1623.57,2034.8202810000003,1.225392,267.96,3182.1971999999996,3988.2477507600006,2.40176832,525.2016
39558,GA,15260,"Brunswick, GA",15-0000,Computer and Mathematical Occupations,660.0,27.0,16.005,75250.0,3.7,73870.0,2017,2784.25,3489.5005250000004,4.32135,178.2,5457.13,6839.421029000001,8.469845999999999,349.272
39777,GA,17980,"Columbus, GA-AL",15-0000,Computer and Mathematical Occupations,3330.0,20.7,29.327,81800.0,2.0,80280.0,2017,1636.0,2050.3988,6.070689,689.31,3206.56,4018.7816479999997,11.89855044,1351.0475999999999
40107,GA,19140,"Dalton, GA",15-0000,Computer and Mathematical Occupations,990.0,21.0,15.072,77350.0,5.4,69730.0,2017,4176.9,5234.90877,3.16512,207.9,8186.723999999999,10260.4211892,6.2036352,407.484
40333,GA,23580,"Gainesville, GA",15-0000,Computer and Mathematical Occupations,800.0,4.1,9.403,75140.0,4.0,72850.0,2017,3005.6,3766.91848,0.38552299999999995,32.8,5890.976,7383.1602207999995,0.7556250799999998,64.288
40731,GA,31420,"Macon, GA",15-0000,Computer and Mathematical Occupations,1610.0,4.9,16.353,72740.0,3.9,66700.0,2017,2836.86,3555.4366380000006,0.8012970000000001,78.89000000000001,5560.2456,6968.655810480001,1.5705421200000003,154.62440000000004
41240,GA,42340,"Savannah, GA",15-0000,Computer and Mathematical Occupations,1810.0,5.0,10.613,68960.0,4.0,65820.0,2017,2758.4,3457.10272,0.53065,90.5,5406.464,6775.921331199999,1.040074,177.38
41620,GA,46660,"Valdosta, GA",15-0000,Computer and Mathematical Occupations,1220.0,42.3,22.921,65760.0,3.0,59360.0,2017,1972.8,2472.51024,9.695583,516.06,3866.6879999999996,4846.1200704,19.00334268,1011.4775999999998
41875,GA,47580,"Warner Robins, GA",15-0000,Computer and Mathematical Occupations,1710.0,5.3,24.628,76520.0,1.9,76190.0,2017,1453.88,1822.1478040000002,1.305284,90.63,2849.6048,3571.4096958400005,2.55835664,177.63479999999998
42124,HI,27980,"Kahului-Wailuku-Lahaina, HI",15-0000,Computer and Mathematical Occupations,440.0,6.4,5.887,78230.0,4.4,72990.0,2017,3442.12,4314.0089960000005,0.376768,28.16,6746.5552,8455.457632160002,0.73846528,55.193599999999996
42418,HI,46520,"Urban Honolulu, HI",15-0000,Computer and Mathematical Occupations,8730.0,3.5,18.951,80950.0,2.3,78840.0,2017,1861.85,2333.4566050000003,0.663285,305.55,3649.2259999999997,4573.574945800001,1.3000386,598.878
