,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
4175,AL,46220,"Tuscaloosa, AL",15-0000,Computer and Mathematical Occupations,880.0,13.6,8.877,68640.0,3.8,64640.0,2015,2608.32,3269.0074560000003,1.2072720000000001,119.68,5112.3072,6407.25461376,2.36625312,234.5728
4534,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",15-0000,Computer and Mathematical Occupations,7190.0,4.2,32.285,72560.0,3.4,71120.0,2015,2467.04,3091.941232,1.35597,301.98,4835.3984,6060.20481472,2.6577011999999995,591.8808
4970,AR,22900,"Fort Smith, AR-OK",15-0000,Computer and Mathematical Occupations,1090.0,20.8,9.997,60040.0,1.9,56080.0,2015,1140.76,1429.7145080000003,2.079376,226.72,2235.8896,2802.2404356800002,4.075576959999999,444.3712
5324,AR,26300,"Hot Springs, AR",15-0000,Computer and Mathematical Occupations,260.0,24.0,7.302,52050.0,4.0,45030.0,2015,2082.0,2609.3706,1.7524799999999998,62.4,4080.72,5114.366376,3.4348607999999996,122.304
5541,AR,27860,"Jonesboro, AR",15-0000,Computer and Mathematical Occupations,410.0,13.2,7.914,51930.0,3.5,48130.0,2015,1817.55,2277.9354150000004,1.044648,54.12,3562.3979999999997,4464.753413400001,2.04751008,106.0752
5825,AR,30780,"Little Rock-North Little Rock-Conway, AR",15-0000,Computer and Mathematical Occupations,11460.0,7.0,34.019,65770.0,2.4,64900.0,2015,1578.48,1978.308984,2.3813299999999997,802.2,3093.8208,3877.48560864,4.667406799999999,1572.3120000000001
6338,AR,38220,"Pine Bluff, AR",15-0000,Computer and Mathematical Occupations,250.0,2.7,7.948,63790.0,5.9,58570.0,2015,3763.61,4716.932413,0.214596,6.75,7376.6756000000005,9245.187529480001,0.42060816,13.23
6520,AZ,22380,"Flagstaff, AZ",15-0000,Computer and Mathematical Occupations,770.0,12.1,13.235,65850.0,3.4,61490.0,2015,2238.9,2806.01337,1.601435,93.17,4388.244,5499.7862052,3.1388125999999996,182.6132
6787,AZ,29420,"Lake Havasu City-Kingman, AZ",15-0000,Computer and Mathematical Occupations,390.0,8.9,8.649,65940.0,5.9,60680.0,2015,3890.46,4875.913518,0.769761,34.71,7625.3016,9556.79049528,1.50873156,68.0316
7069,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",15-0000,Computer and Mathematical Occupations,72410.0,3.9,38.599,81390.0,1.2,78580.0,2015,976.68,1224.073044,1.5053609999999997,2823.99,1914.2928,2399.18316624,2.9505075599999993,5535.020399999999
7747,AZ,39140,"Prescott, AZ",15-0000,Computer and Mathematical Occupations,470.0,8.3,8.056,57210.0,3.4,55450.0,2015,1945.14,2437.8439620000004,0.668648,39.010000000000005,3812.4744,4778.17416552,1.31055008,76.45960000000001
8026,AZ,43420,"Sierra Vista-Douglas, AZ",15-0000,Computer and Mathematical Occupations,1800.0,11.2,53.168,78290.0,4.0,77230.0,2015,3131.6,3924.83428,5.954815999999999,201.6,6137.936,7692.6751888,11.671439359999999,395.13599999999997
8245,AZ,46060,"Tucson, AZ",15-0000,Computer and Mathematical Occupations,10530.0,22.2,29.579,74930.0,4.7,72750.0,2015,3521.71,4413.759143,6.566538,2337.66,6902.5516,8650.96792028,12.87041448,4581.8135999999995
8758,AZ,49740,"Yuma, AZ",15-0000,Computer and Mathematical Occupations,670.0,17.0,10.892,68200.0,4.2,66010.0,2015,2864.4,3589.9525200000003,1.85164,113.9,5614.224,7036.306939200001,3.6292144,223.244
9045,CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,50380.0,3.3,33.065,92780.0,1.5,89490.0,2015,1391.7,1744.21761,1.091145,1662.54,2727.732,3418.6665156,2.1386442,3258.5784
9714,CA,12540,"Bakersfield, CA",15-0000,Computer and Mathematical Occupations,3920.0,5.6,13.295,83120.0,2.2,79090.0,2015,1828.6400000000003,2291.8345120000004,0.74452,219.52,3584.1344000000004,4491.995643520001,1.4592592,430.2592
10191,CA,17020,"Chico, CA",15-0000,Computer and Mathematical Occupations,850.0,5.7,11.715,66710.0,3.0,63780.0,2015,2001.3,2508.22929,0.6677550000000001,48.45,3922.548,4916.1294084,1.3087998,94.962
10477,CA,20940,"El Centro, CA",15-0000,Computer and Mathematical Occupations,300.0,8.8,5.426,62220.0,7.9,60380.0,2015,4915.38,6160.445754000001,0.477488,26.4,9634.1448,12074.473677840002,0.93587648,51.744
10716,CA,23420,"Fresno, CA",15-0000,Computer and Mathematical Occupations,3660.0,12.8,10.734,73760.0,2.3,69310.0,2015,1696.48,2126.1983840000003,1.373952,468.48,3325.1008,4167.34883264,2.69294592,918.2208
11210,CA,25260,"Hanford-Corcoran, CA",15-0000,Computer and Mathematical Occupations,180.0,18.8,4.537,73730.0,4.3,71170.0,2015,3170.39,3973.4497870000005,0.852956,33.84,6213.9644,7787.961582520001,1.6717937600000001,66.3264
11439,CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,97010.0,2.3,23.64,90310.0,1.0,87320.0,2015,903.1,1131.8552300000001,0.54372,2231.2299999999996,1770.076,2218.4362508000004,1.0656911999999998,4373.210799999999
12161,CA,31460,"Madera, CA",15-0000,Computer and Mathematical Occupations,280.0,10.4,7.16,65380.0,2.5,63570.0,2015,1634.5,2048.51885,0.74464,29.12,3203.62,4015.0969459999997,1.4594943999999999,57.0752
12361,CA,32900,"Merced, CA",15-0000,Computer and Mathematical Occupations,640.0,7.1,10.035,65810.0,6.9,57550.0,2015,4540.89,5691.097437,0.7124849999999999,45.44,8900.144400000001,11154.55097652,1.3964705999999998,89.0624
12634,CA,33700,"Modesto, CA",15-0000,Computer and Mathematical Occupations,1810.0,18.5,10.914,84070.0,6.9,77850.0,2015,5800.83,7270.180239,2.01909,334.85,11369.6268,14249.55326844,3.9574163999999996,656.306
13024,CA,34900,"Napa, CA",15-0000,Computer and Mathematical Occupations,550.0,7.5,7.868,83640.0,4.2,76740.0,2015,3512.88,4402.692504000001,0.5901000000000001,41.25,6885.2448,8629.27730784,1.1565960000000002,80.85
13330,CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,43810.0,7.2,41.568,105160.0,1.8,103090.0,2015,1892.88,2372.346504,2.992896,3154.32,3710.0448,4649.79914784,5.8660761599999995,6182.4672
13963,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,Computer and Mathematical Occupations,7140.0,7.0,24.144,90480.0,2.2,84730.0,2015,1990.5600000000004,2494.7688480000006,1.6900799999999998,499.8,3901.4976000000006,4889.746942080001,3.3125567999999994,979.6080000000001
14447,CA,39820,"Redding, CA",15-0000,Computer and Mathematical Occupations,570.0,15.9,9.676,69100.0,5.5,67540.0,2015,3800.5,4763.16665,1.538484,90.63,7448.98,9335.806634,3.0154286399999997,177.63479999999998
14768,CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,Computer and Mathematical Occupations,14380.0,9.1,10.973,76860.0,2.1,73930.0,2015,1614.06,2022.901398,0.9985430000000001,1308.58,3163.5575999999996,3964.88674008,1.95714428,2564.8167999999996
15445,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",15-0000,Computer and Mathematical Occupations,32520.0,2.9,37.177,85970.0,1.5,82470.0,2015,1289.55,1616.193015,1.078133,943.08,2527.518,3167.7383094,2.11314068,1848.4368
16098,CA,41500,"Salinas, CA",15-0000,Computer and Mathematical Occupations,2050.0,11.6,12.677,92420.0,4.3,85980.0,2015,3974.06,4980.689398,1.470532,237.8,7789.1576,9762.15122008,2.88224272,466.088
16495,CA,41740,"San Diego-Carlsbad, CA",15-0000,Computer and Mathematical Occupations,49140.0,3.2,36.318,92460.0,1.3,90760.0,2015,1201.98,1506.441534,1.162176,1572.48,2355.8808,2952.62540664,2.27786496,3082.0608
17188,CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,80480.0,2.6,78.897,111050.0,0.9,109790.0,2015,999.45,1252.610685,2.0513220000000003,2092.48,1958.922,2455.1169426,4.020591120000001,4101.2608
17797,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and Mathematical Occupations,126360.0,9.4,124.886,128850.0,3.3,125640.0,2015,4252.05,5329.094265000001,11.739284,11877.84,8334.018,10445.024759400001,23.00899664,23280.5664
18399,CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",15-0000,Computer and Mathematical Occupations,1990.0,18.9,17.966,81160.0,6.2,75020.0,2015,5031.92,6306.505336000001,3.395574,376.11,9862.5632,12360.750458560002,6.655325039999999,737.1756
18760,CA,42034,"San Rafael, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,3780.0,14.8,33.627,108440.0,3.6,107930.0,2015,3903.84,4892.682672000001,4.976796,559.44,7651.5264,9589.658037120002,9.75452016,1096.5024
19077,CA,42100,"Santa Cruz-Watsonville, CA",15-0000,Computer and Mathematical Occupations,2020.0,14.6,22.497,88970.0,3.9,81640.0,2015,3469.83,4348.737939000001,3.2845619999999998,294.92,6800.8668,8523.52636044,6.437741519999999,578.0432000000001
19432,CA,42200,"Santa Maria-Santa Barbara, CA",15-0000,Computer and Mathematical Occupations,4550.0,5.8,25.106,89870.0,2.2,85340.0,2015,1977.1400000000003,2477.9495620000002,1.456148,263.9,3875.1944000000008,4856.78114152,2.85405008,517.2439999999999
19883,CA,42220,"Santa Rosa, CA",15-0000,Computer and Mathematical Occupations,2910.0,5.3,15.504,94150.0,3.7,86300.0,2015,3483.55,4365.933215,0.821712,154.23,6827.758,8557.2291014,1.61055552,302.2908
20337,CA,44700,"Stockton-Lodi, CA",15-0000,Computer and Mathematical Occupations,2050.0,14.9,9.374,70080.0,2.9,65670.0,2015,2032.32,2547.106656,1.3967260000000001,305.45,3983.3471999999997,4992.32904576,2.73758296,598.682
20781,CA,46700,"Vallejo-Fairfield, CA",15-0000,Computer and Mathematical Occupations,1850.0,16.1,14.777,86490.0,2.3,84070.0,2015,1989.2699999999998,2493.152091,2.3790970000000002,297.85,3898.9691999999995,4886.57809836,4.66303012,583.7860000000001
21164,CA,47300,"Visalia-Porterville, CA",15-0000,Computer and Mathematical Occupations,940.0,13.6,6.651,65430.0,3.0,61210.0,2015,1962.9,2460.10257,0.9045359999999999,127.84,3847.284,4821.8010372,1.7728905599999998,250.56640000000002
21511,CA,49700,"Yuba City, CA",15-0000,Computer and Mathematical Occupations,310.0,6.2,8.038,75790.0,4.2,68920.0,2015,3183.18,3989.4794940000006,0.4983560000000001,19.22,6239.0328,7819.379808240001,0.9767777600000002,37.6712
21764,CO,14500,"Boulder, CO",15-0000,Computer and Mathematical Occupations,11480.0,6.5,66.952,92980.0,2.0,90030.0,2015,1859.6,2330.63668,4.3518799999999995,746.2,3644.816,4568.0478928,8.529684799999998,1462.5520000000001
22194,CO,17820,"Colorado Springs, CO",15-0000,Computer and Mathematical Occupations,13260.0,3.3,50.813,88340.0,2.2,87140.0,2015,1943.4800000000002,2435.7634840000005,1.676829,437.58,3809.2208000000005,4774.096428640001,3.2865848399999997,857.6568
22698,CO,19740,"Denver-Aurora-Lakewood, CO",15-0000,Computer and Mathematical Occupations,63100.0,2.7,45.912,92400.0,1.0,90330.0,2015,924.0,1158.0492000000002,1.239624,1703.7,1811.04,2269.776432,2.42966304,3339.252
23376,CO,22660,"Fort Collins, CO",15-0000,Computer and Mathematical Occupations,5190.0,4.4,35.68,86590.0,3.2,84940.0,2015,2770.88,3472.7439040000004,1.5699200000000002,228.36000000000004,5430.9248,6806.578051840001,3.0770432000000003,447.58560000000006
23774,CO,24300,"Grand Junction, CO",15-0000,Computer and Mathematical Occupations,590.0,9.0,9.914,70070.0,3.1,67930.0,2015,2172.17,2722.380661,0.8922599999999999,53.1,4257.4532,5335.86609556,1.7488295999999999,104.07600000000001
24053,CO,24540,"Greeley, CO",15-0000,Computer and Mathematical Occupations,870.0,13.1,8.726,69370.0,3.2,66650.0,2015,2219.84,2782.125472,1.1431060000000002,113.97,4350.8864,5452.96592512,2.24048776,223.3812
24379,CO,39380,"Pueblo, CO",15-0000,Computer and Mathematical Occupations,720.0,15.7,12.49,66330.0,2.9,63970.0,2015,1923.57,2410.810281,1.9609299999999998,113.04,3770.1971999999996,4725.18815076,3.8434227999999995,221.5584
24668,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,Computer and Mathematical Occupations,13400.0,4.7,32.104,92040.0,1.5,87950.0,2015,1380.6,1730.30598,1.508888,629.8,2705.9759999999997,3391.3997208,2.95742048,1234.408
25182,CT,72850,"Danbury, CT",15-0000,Computer and Mathematical Occupations,1430.0,7.7,18.081,79730.0,4.4,74060.0,2015,3508.12,4396.726796,1.3922370000000002,110.11,6875.9151999999995,8617.58452016,2.7287845200000005,215.8156
25510,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,Computer and Mathematical Occupations,20400.0,4.8,35.298,87660.0,1.3,86500.0,2015,1139.58,1428.2356140000002,1.6943039999999998,979.2,2233.5768,2799.34180344,3.3208358399999995,1919.232
26091,CT,75700,"New Haven, CT",15-0000,Computer and Mathematical Occupations,5370.0,5.0,19.199,81160.0,2.4,78230.0,2015,1947.84,2441.2278720000004,0.9599500000000001,268.5,3817.7664,4784.80662912,1.8815020000000002,526.26
26588,CT,76450,"Norwich-New London-Westerly, CT-RI",15-0000,Computer and Mathematical Occupations,2370.0,17.8,18.637,85160.0,2.1,82060.0,2015,1788.36,2241.351588,3.3173860000000004,421.86,3505.1856,4393.04911248,6.502076560000001,826.8456
26941,CT,78700,"Waterbury, CT",15-0000,Computer and Mathematical Occupations,800.0,17.6,11.897,75710.0,3.6,75660.0,2015,2725.56,3415.9443480000004,2.093872,140.8,5342.0976,6695.250922080001,4.1039891200000005,275.968
27258,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,Computer and Mathematical Occupations,185090.0,1.7,76.568,102870.0,0.8,101950.0,2015,822.96,1031.415768,1.301656,3146.53,1613.0016,2021.5749052800002,2.5512457599999996,6167.1988
27951,DE,20100,"Dover, DE",15-0000,Computer and Mathematical Occupations,890.0,8.1,14.273,69810.0,2.0,66260.0,2015,1396.2,1749.8574600000002,1.156113,72.09,2736.552,3429.7206216000004,2.2659814799999998,141.2964
28244,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,Computer and Mathematical Occupations,13750.0,6.8,40.32,90710.0,1.5,89170.0,2015,1360.65,1705.3026450000002,2.7417599999999998,935.0,2666.8740000000003,3342.3931842,5.3738496,1832.6
28770,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,Computer and Mathematical Occupations,2960.0,8.1,12.493,66520.0,3.3,60160.0,2015,2195.16,2751.1940280000003,1.011933,239.76,4302.513599999999,5392.34029488,1.98338868,469.9296
29214,FL,18880,"Crestview-Fort Walton Beach-Destin, FL",15-0000,Computer and Mathematical Occupations,2710.0,7.9,26.768,80710.0,2.4,78320.0,2015,1937.04,2427.692232,2.114672,214.09,3796.5984,4758.27677472,4.14475712,419.6164
29567,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,Computer and Mathematical Occupations,2040.0,6.5,11.186,58510.0,2.3,53170.0,2015,1345.73,1686.603409,0.72709,132.6,2637.6308,3305.7426816400002,1.4250964,259.89599999999996
30008,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,17720.0,4.4,22.77,72040.0,1.6,68930.0,2015,1152.64,1444.6037120000003,1.00188,779.68,2259.1744000000003,2831.4232755200005,1.9636848000000002,1528.1727999999998
30567,FL,23540,"Gainesville, FL",15-0000,Computer and Mathematical Occupations,3060.0,5.0,24.437,62060.0,1.6,58220.0,2015,992.96,1244.476768,1.22185,153.0,1946.2016,2439.17446528,2.394826,299.88
30906,FL,26140,"Homosassa Springs, FL",15-0000,Computer and Mathematical Occupations,250.0,13.0,7.972,56850.0,6.2,54580.0,2015,3524.7,4417.50651,1.0363600000000002,32.5,6908.411999999999,8658.3127596,2.0312656000000002,63.699999999999996
31111,FL,27260,"Jacksonville, FL",15-0000,Computer and Mathematical Occupations,16730.0,7.4,26.878,76870.0,1.8,73360.0,2015,1383.66,1734.1410779999999,1.988972,1238.02,2711.9736000000003,3398.9165128799996,3.89838512,2426.5191999999997
31697,FL,29460,"Lakeland-Winter Haven, FL",15-0000,Computer and Mathematical Occupations,3160.0,5.6,15.333,64330.0,1.9,60360.0,2015,1222.27,1531.8709910000002,0.8586480000000001,176.96,2395.6492,3002.4671423600003,1.6829500800000001,346.8416
32155,FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,20390.0,4.7,18.668,73020.0,2.7,66450.0,2015,1971.54,2470.931082,0.877396,958.33,3864.2183999999997,4843.02492072,1.7196961599999998,1878.3268
32759,FL,34940,"Naples-Immokalee-Marco Island, FL",15-0000,Computer and Mathematical Occupations,1150.0,9.4,8.777,66240.0,4.3,60250.0,2015,2848.32,3569.799456,0.8250379999999999,108.1,5582.7072,6996.80693376,1.6170744799999999,211.87599999999998
33117,FL,35840,"North Port-Sarasota-Bradenton, FL",15-0000,Computer and Mathematical Occupations,3640.0,6.8,13.306,66530.0,2.7,59610.0,2015,1796.31,2251.3153230000003,0.9048079999999998,247.52,3520.7675999999997,4412.578033080001,1.7734236799999996,485.1392
33575,FL,36100,"Ocala, FL",15-0000,Computer and Mathematical Occupations,680.0,13.5,7.114,62040.0,4.2,55110.0,2015,2605.68,3265.6987440000003,0.96039,91.8,5107.132799999999,6400.769538240001,1.8823644,179.928
33936,FL,36740,"Orlando-Kissimmee-Sanford, FL",15-0000,Computer and Mathematical Occupations,29220.0,3.2,26.107,75090.0,1.9,71760.0,2015,1426.71,1788.0956429999999,0.835424,935.04,2796.3516,3504.66746028,1.63743104,1832.6783999999998
34544,FL,37340,"Palm Bay-Melbourne-Titusville, FL",15-0000,Computer and Mathematical Occupations,8800.0,3.5,44.827,83660.0,1.9,80020.0,2015,1589.54,1992.1704820000002,1.568945,308.0,3115.4984,3904.65414472,3.0751322,603.68
34969,FL,37460,"Panama City, FL",15-0000,Computer and Mathematical Occupations,950.0,6.8,11.921,71660.0,6.0,68090.0,2015,4299.6,5388.68868,0.8106279999999999,64.6,8427.216,10561.8298128,1.5888308799999997,126.61599999999999
35280,FL,37860,"Pensacola-Ferry Pass-Brent, FL",15-0000,Computer and Mathematical Occupations,2860.0,7.7,17.672,65440.0,3.4,60420.0,2015,2224.96,2788.5423680000004,1.360744,220.22,4360.9216,5465.543041280001,2.66705824,431.6312
35703,FL,38940,"Port St. Lucie, FL",15-0000,Computer and Mathematical Occupations,1270.0,10.2,9.608,65400.0,5.3,59040.0,2015,3466.2,4344.18846,0.980016,129.54,6793.7519999999995,8514.609381600001,1.92083136,253.89839999999998
36073,FL,39460,"Punta Gorda, FL",15-0000,Computer and Mathematical Occupations,430.0,29.4,10.012,66130.0,4.5,62130.0,2015,2975.85,3729.6328050000006,2.943528,126.42,5832.666,7310.080297800001,5.7693148800000005,247.7832
36286,FL,42680,"Sebastian-Vero Beach, FL",15-0000,Computer and Mathematical Occupations,420.0,9.4,9.058,61130.0,2.9,57070.0,2015,1772.77,2221.812641,0.851452,39.48,3474.6292,4354.75277636,1.6688459199999999,77.3808
36507,FL,42700,"Sebring, FL",15-0000,Computer and Mathematical Occupations,240.0,29.0,9.743,53160.0,5.3,48360.0,2015,2817.48,3531.147684,2.82547,69.6,5522.2608,6921.04946064,5.5379212,136.416
36686,FL,45220,"Tallahassee, FL",15-0000,Computer and Mathematical Occupations,6410.0,3.9,40.111,61700.0,3.8,56320.0,2015,2344.6,2938.48718,1.5643289999999999,249.99,4595.416,5759.4348728,3.06608484,489.98040000000003
37125,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",15-0000,Computer and Mathematical Occupations,39610.0,3.7,32.567,73850.0,1.7,70280.0,2015,1255.45,1573.455485,1.204979,1465.57,2460.6820000000002,3083.9727506,2.36175884,2872.5172
37738,FL,45540,"The Villages, FL",15-0000,Computer and Mathematical Occupations,220.0,13.5,9.141,58580.0,5.1,50530.0,2015,2987.58,3744.3340140000005,1.234035,29.7,5855.6568,7338.89466744,2.4187086,58.211999999999996
37916,FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,12950.0,7.5,22.911,76660.0,1.9,73790.0,2015,1456.54,1825.4815820000001,1.718325,971.25,2854.8183999999997,3577.9439007200003,3.3679170000000003,1903.6499999999999
38437,GA,10500,"Albany, GA",15-0000,Computer and Mathematical Occupations,680.0,13.2,11.755,65720.0,5.8,59190.0,2015,3811.76,4777.278808,1.55166,89.76,7471.0496,9363.46646368,3.0412536,175.9296
38701,GA,12020,"Athens-Clarke County, GA",15-0000,Computer and Mathematical Occupations,1210.0,4.8,15.188,56570.0,3.3,52340.0,2015,1866.81,2339.672973,0.729024,58.08,3658.9476,4585.75902708,1.42888704,113.8368
39023,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",15-0000,Computer and Mathematical Occupations,106580.0,2.2,42.97,83580.0,1.2,80580.0,2015,1002.96,1257.0097680000001,0.9453400000000001,2344.76,1965.8016,2463.7391452800002,1.8528664000000001,4595.729600000001
39722,GA,12260,"Augusta-Richmond County, GA-SC",15-0000,Computer and Mathematical Occupations,2610.0,5.5,12.242,67290.0,2.8,64150.0,2015,1884.12,2361.367596,0.6733100000000001,143.55,3692.8751999999995,4628.2804881600005,1.3196876000000002,281.358
40155,GA,15260,"Brunswick, GA",15-0000,Computer and Mathematical Occupations,290.0,7.1,7.385,66490.0,4.8,67180.0,2015,3191.52,3999.932016,0.524335,20.59,6255.379199999999,7839.86675136,1.0276966,40.3564
40383,GA,17980,"Columbus, GA-AL",15-0000,Computer and Mathematical Occupations,3790.0,7.8,33.139,72980.0,3.0,70710.0,2015,2189.4,2743.9750200000003,2.5848420000000005,295.62,4291.224,5378.191039200001,5.066290320000001,579.4152
40729,GA,19140,"Dalton, GA",15-0000,Computer and Mathematical Occupations,1090.0,15.5,16.717,77300.0,2.8,78440.0,2015,2164.4,2712.6425200000003,2.591135,168.95,4242.224,5316.7793392,5.0786245999999995,331.142
40961,GA,23580,"Gainesville, GA",15-0000,Computer and Mathematical Occupations,660.0,8.1,8.389,68770.0,4.1,63870.0,2015,2819.57,3533.7670810000004,0.6795089999999999,53.46,5526.3572,6926.183478760001,1.3318376399999998,104.7816
41220,GA,25980,"Hinesville, GA",15-0000,Computer and Mathematical Occupations,230.0,10.6,13.704,64550.0,3.5,64570.0,2015,2259.25,2831.518025,1.4526240000000001,24.38,4428.13,5549.775329,2.84714304,47.7848
41366,GA,31420,"Macon, GA",15-0000,Computer and Mathematical Occupations,1440.0,4.6,14.874,62790.0,2.5,59190.0,2015,1569.75,1967.3676750000002,0.684204,66.24,3076.71,3856.0406430000003,1.34103984,129.8304
41668,GA,40660,"Rome, GA",15-0000,Computer and Mathematical Occupations,350.0,6.3,9.916,61660.0,4.9,56310.0,2015,3021.34,3786.645422,0.624708,22.05,5921.8264,7421.82502712,1.22442768,43.218
41878,GA,42340,"Savannah, GA",15-0000,Computer and Mathematical Occupations,1580.0,4.5,9.786,75410.0,6.5,65250.0,2015,4901.65,6143.237945000001,0.44037,71.1,9607.233999999999,12040.746372200001,0.8631251999999999,139.356
42253,GA,46660,"Valdosta, GA",15-0000,Computer and Mathematical Occupations,840.0,49.9,16.473,60090.0,3.0,54700.0,2015,1802.7,2259.32391,8.220026999999998,419.16,3533.292,4428.2748636,16.111252919999995,821.5536000000001
42498,GA,47580,"Warner Robins, GA",15-0000,Computer and Mathematical Occupations,1840.0,13.2,27.299,70770.0,2.9,68960.0,2015,2052.33,2572.1851890000003,3.603468,242.88,4022.5667999999996,5041.482970440001,7.06279728,476.0448
