,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
5624,AR,30780,"Little Rock-North Little Rock-Conway, AR",15-0000,Computer and Mathematical Occupations,10570.0,10.8,31.523,64010.0,1.4,62100.0,2014,896.14,1123.132262,3.404484,1141.5600000000002,1756.4343999999999,2201.33923352,6.67278864,2237.4576
6145,AR,38220,"Pine Bluff, AR",15-0000,Computer and Mathematical Occupations,250.0,4.0,7.935,60610.0,5.8,53520.0,2014,3515.38,4405.825754,0.31739999999999996,10.0,6890.1448,8635.418477840001,0.6221039999999999,19.6
6332,AZ,22380,"Flagstaff, AZ",15-0000,Computer and Mathematical Occupations,770.0,12.2,13.409,63580.0,3.6,59940.0,2014,2288.88,2868.6533040000004,1.635898,93.94,4486.2048,5622.56047584,3.20636008,184.1224
6589,AZ,29420,"Lake Havasu City - Kingman, AZ",15-0000,Computer and Mathematical Occupations,370.0,9.6,8.23,64780.0,6.2,57070.0,2014,4016.36,5033.703988,0.79008,35.52,7872.0656,9866.05981648,1.5485568,69.6192
6874,AZ,38060,"Phoenix-Mesa-Glendale, AZ",15-0000,Computer and Mathematical Occupations,66260.0,5.0,36.288,79450.0,1.4,76010.0,2014,1112.3,1394.0455900000002,1.8144,3313.0,2180.1079999999997,2732.3293564000005,3.556224,6493.48
7553,AZ,39140,"Prescott, AZ",15-0000,Computer and Mathematical Occupations,460.0,9.9,8.14,58600.0,3.5,56400.0,2014,2051.0,2570.5183,0.8058600000000001,45.54,4019.96,5038.215868,1.5794856000000002,89.2584
7849,AZ,46060,"Tucson, AZ",15-0000,Computer and Mathematical Occupations,10050.0,25.1,28.417,72680.0,5.4,69850.0,2014,3924.72,4918.851576,7.132667000000001,2522.55,7692.4511999999995,9640.94908896,13.980027320000003,4944.198
8371,AZ,49740,"Yuma, AZ",15-0000,Computer and Mathematical Occupations,900.0,30.4,15.276,73550.0,3.7,69740.0,2014,2721.35,3410.667955,4.643904,273.6,5333.846,6684.9091917999995,9.10205184,536.2560000000001
8645,CA,12540,"Bakersfield-Delano, CA",15-0000,Computer and Mathematical Occupations,4560.0,8.3,15.413,84880.0,2.6,78930.0,2014,2206.88,2765.8827040000006,1.279279,378.48,4325.4848,5421.130099840001,2.50738684,741.8208000000001
9119,CA,17020,"Chico, CA",15-0000,Computer and Mathematical Occupations,990.0,7.2,13.87,66460.0,2.2,63440.0,2014,1462.12,1832.4749960000001,0.9986399999999999,71.28,2865.7551999999996,3591.6509921600004,1.9573343999999997,139.7088
9403,CA,20940,"El Centro, CA",15-0000,Computer and Mathematical Occupations,340.0,8.2,6.093,61920.0,7.5,57930.0,2014,4644.0,5820.3252,0.49962599999999996,27.879999999999995,9102.24,11407.837392,0.9792669599999999,54.64479999999999
9646,CA,23420,"Fresno, CA",15-0000,Computer and Mathematical Occupations,3390.0,10.0,10.21,72110.0,2.8,67890.0,2014,2019.08,2530.512964,1.0210000000000001,339.0,3957.3968,4959.8054094399995,2.00116,664.4399999999999
10141,CA,25260,"Hanford-Corcoran, CA",15-0000,Computer and Mathematical Occupations,170.0,18.2,4.45,70250.0,2.9,67770.0,2014,2037.25,2553.285425,0.8099,30.94,3993.0099999999998,5004.439433,1.5874039999999998,60.6424
10371,CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",15-0000,Computer and Mathematical Occupations,95910.0,3.1,23.643,88940.0,1.0,85260.0,2014,889.4,1114.6850200000001,0.7329330000000001,2973.21,1743.224,2184.7826392,1.43654868,5827.4916
11092,CA,31460,"Madera-Chowchilla, CA",15-0000,Computer and Mathematical Occupations,240.0,12.3,6.195,67160.0,3.8,64460.0,2014,2552.08,3198.5218640000003,0.7619850000000001,29.52,5002.0768,6269.10285344,1.4934906000000003,57.8592
11300,CA,32900,"Merced, CA",15-0000,Computer and Mathematical Occupations,600.0,8.6,9.46,65020.0,6.6,57810.0,2014,4291.32,5378.311356,0.8135600000000001,51.6,8410.9872,10541.49025776,1.5945776,101.136
11570,CA,33700,"Modesto, CA",15-0000,Computer and Mathematical Occupations,1940.0,19.2,12.058,81850.0,6.9,75450.0,2014,5647.65,7078.199745,2.315136,372.48,11069.393999999998,13873.2715002,4.53766656,730.0608
11962,CA,34900,"Napa, CA",15-0000,Computer and Mathematical Occupations,420.0,8.6,6.169,76420.0,4.1,72270.0,2014,3133.22,3926.8646260000005,0.530534,36.12,6141.111199999999,7696.654666960001,1.03984664,70.7952
12249,CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,42350.0,8.0,41.266,100990.0,2.2,97260.0,2014,2221.78,2784.5568740000003,3.3012799999999998,3388.0,4354.6888,5457.73147304,6.470508799999999,6640.48
12888,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,Computer and Mathematical Occupations,6960.0,8.6,23.526,88060.0,2.1,83060.0,2014,1849.26,2317.6775580000003,2.023236,598.56,3624.5496,4542.648013680001,3.9655425599999994,1173.1776
13373,CA,39820,"Redding, CA",15-0000,Computer and Mathematical Occupations,530.0,13.0,9.127,65220.0,6.7,61140.0,2014,4369.74,5476.595142000001,1.1865100000000002,68.9,8564.6904,10734.126478320002,2.3255596000000005,135.044
13696,CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,Computer and Mathematical Occupations,13260.0,8.8,10.606,78520.0,3.0,73920.0,2014,2355.6,2952.27348,0.933328,1166.88,4616.976,5786.456020799999,1.82932288,2287.0848
14381,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",15-0000,Computer and Mathematical Occupations,30650.0,3.5,35.717,83160.0,1.9,80710.0,2014,1580.04,1980.264132,1.250095,1072.75,3096.8784,3881.31769872,2.4501861999999996,2102.59
15024,CA,41500,"Salinas, CA",15-0000,Computer and Mathematical Occupations,2080.0,8.2,13.04,84650.0,3.1,81470.0,2014,2624.15,3288.8471950000003,1.0692799999999998,170.56,5143.334,6446.140502200001,2.0957887999999993,334.2976
15430,CA,41740,"San Diego-Carlsbad-San Marcos, CA",15-0000,Computer and Mathematical Occupations,47430.0,3.1,35.919,91960.0,1.6,89650.0,2014,1471.36,1844.0554880000002,1.113489,1470.33,2883.8655999999996,3614.3487564800002,2.18243844,2881.8468
16127,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,73500.0,3.8,67.638,106990.0,1.2,105010.0,2014,1283.88,1609.086804,2.570244,2793.0,2516.4048000000003,3153.81013584,5.03767824,5474.28
16761,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and Mathematical Occupations,113340.0,8.1,116.425,123910.0,2.8,121130.0,2014,3469.48,4348.299284000001,9.430425,9180.54,6800.1808,8522.666596640001,18.483632999999998,17993.8584
17372,CA,42020,"San Luis Obispo-Paso Robles, CA",15-0000,Computer and Mathematical Occupations,1830.0,12.6,16.993,77740.0,4.7,72730.0,2014,3653.78,4579.282474000001,2.141118,230.58,7161.4088,8975.393649040001,4.19659128,451.9368
17737,CA,42044,"Santa Ana-Anaheim-Irvine, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,47500.0,4.2,31.995,89760.0,1.4,87490.0,2014,1256.6399999999999,1574.946912,1.3437900000000003,1995.0,2463.0143999999996,3086.89594752,2.6338284000000005,3910.2
18406,CA,42060,"Santa Barbara-Santa Maria-Goleta, CA",15-0000,Computer and Mathematical Occupations,4620.0,8.1,26.154,88420.0,2.2,82100.0,2014,1945.2400000000002,2437.969292,2.118474,374.22,3812.6704000000004,4778.41981232,4.15220904,733.4712000000001
18835,CA,42100,"Santa Cruz-Watsonville, CA",15-0000,Computer and Mathematical Occupations,1790.0,15.5,20.254,81740.0,3.5,77040.0,2014,2860.9,3585.56597,3.13937,277.45,5607.3640000000005,7027.7093012000005,6.1531652,543.802
19196,CA,42220,"Santa Rosa-Petaluma, CA",15-0000,Computer and Mathematical Occupations,3070.0,15.1,16.637,87610.0,2.8,81440.0,2014,2453.08,3074.4451639999997,2.512187,463.57,4808.0368,6025.912521439999,4.92388652,908.5971999999999
19641,CA,44700,"Stockton, CA",15-0000,Computer and Mathematical Occupations,1790.0,16.2,8.644,69530.0,2.6,66950.0,2014,1807.78,2265.6906740000004,1.400328,289.98,3543.2488,4440.7537210400005,2.74464288,568.3608
20075,CA,46700,"Vallejo-Fairfield, CA",15-0000,Computer and Mathematical Occupations,1700.0,14.7,14.128,86450.0,2.5,83960.0,2014,2161.25,2708.694625,2.076816,249.9,4236.05,5309.041465,4.07055936,489.80400000000003
20453,CA,47300,"Visalia-Porterville, CA",15-0000,Computer and Mathematical Occupations,850.0,14.9,6.195,66140.0,3.9,61000.0,2014,2579.46,3232.837218,0.9230550000000001,126.65,5055.7416,6336.36094728,1.8091878000000001,248.234
20786,CA,49700,"Yuba City, CA",15-0000,Computer and Mathematical Occupations,340.0,15.2,9.208,72000.0,4.0,66210.0,2014,2880.0,3609.5040000000004,1.399616,51.68,5644.8,7074.627840000001,2.74324736,101.2928
21035,CO,14500,"Boulder, CO",15-0000,Computer and Mathematical Occupations,11190.0,7.6,66.951,93720.0,2.1,89160.0,2014,1968.12,2466.644796,5.088275999999999,850.44,3857.5152,4834.62380016,9.973020959999998,1666.8624
21476,CO,17820,"Colorado Springs, CO",15-0000,Computer and Mathematical Occupations,12990.0,4.0,51.269,83690.0,1.8,82340.0,2014,1506.42,1887.996186,2.05076,519.6,2952.5832,3700.4725245600002,4.0194896,1018.416
21976,CO,19740,"Denver-Aurora-Broomfield, CO",15-0000,Computer and Mathematical Occupations,61660.0,2.6,46.523,90410.0,1.4,87070.0,2014,1265.7399999999998,1586.351942,1.2095980000000002,1603.16,2480.8503999999994,3109.24980632,2.3708120800000003,3142.1936
22644,CO,22660,"Fort Collins-Loveland, CO",15-0000,Computer and Mathematical Occupations,5590.0,3.6,40.078,84170.0,3.9,82680.0,2014,3282.63,4114.1201790000005,1.4428080000000003,201.24,6433.9548,8063.675550840001,2.8279036800000004,394.4304
23032,CO,24300,"Grand Junction, CO",15-0000,Computer and Mathematical Occupations,580.0,7.9,9.835,72610.0,4.4,67920.0,2014,3194.84,4004.0929720000004,0.7769650000000001,45.82,6261.8864,7848.02222512,1.5228514000000002,89.8072
23316,CO,24540,"Greeley, CO",15-0000,Computer and Mathematical Occupations,870.0,11.5,9.329,67320.0,3.2,63660.0,2014,2154.24,2699.9089920000006,1.072835,100.05,4222.310399999999,5291.821624320001,2.1027565999999998,196.09799999999998
23636,CO,39380,"Pueblo, CO",15-0000,Computer and Mathematical Occupations,620.0,17.1,11.046,65360.0,3.0,63010.0,2014,1960.8,2457.47064,1.8888660000000002,106.02,3843.1679999999997,4816.6424544,3.7021773600000003,207.79919999999998
23920,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,Computer and Mathematical Occupations,14000.0,4.9,33.123,91850.0,1.6,86540.0,2014,1469.6,1841.8496800000003,1.6230269999999998,686.0,2880.4159999999997,3610.0253728000002,3.1811329199999996,1344.56
24428,CT,72850,"Danbury, CT",15-0000,Computer and Mathematical Occupations,1300.0,6.5,18.678,77530.0,3.1,73860.0,2014,2403.43,3012.218819,1.2140700000000002,84.5,4710.7228,5903.94888524,2.3795772000000004,165.62
24735,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,Computer and Mathematical Occupations,20920.0,3.7,37.068,86360.0,1.4,84910.0,2014,1209.04,1515.289832,1.371516,774.04,2369.7183999999997,2969.96807072,2.6881713599999997,1517.1183999999998
25309,CT,75700,"New Haven, CT",15-0000,Computer and Mathematical Occupations,5230.0,6.0,19.0,79860.0,2.1,77930.0,2014,1677.06,2101.8592980000003,1.14,313.8,3287.0375999999997,4119.644224080001,2.2344,615.048
25804,CT,76450,"Norwich-New London, CT-RI",15-0000,Computer and Mathematical Occupations,2160.0,9.8,17.016,84400.0,2.1,80560.0,2014,1772.4,2221.3489200000004,1.667568,211.68,3473.904,4353.843883200001,3.26843328,414.8928
26164,CT,78700,"Waterbury, CT",15-0000,Computer and Mathematical Occupations,530.0,10.8,8.288,71440.0,3.3,66660.0,2014,2357.52,2954.679816,0.895104,57.24,4620.7392,5791.17243936,1.75440384,112.1904
26467,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,Computer and Mathematical Occupations,184180.0,1.9,77.444,100330.0,0.9,99140.0,2014,902.97,1131.692301,1.471436,3499.42,1769.8212,2218.11690996,2.88401456,6858.8632
27142,DE,20100,"Dover, DE",15-0000,Computer and Mathematical Occupations,840.0,9.2,13.812,68890.0,1.9,65680.0,2014,1308.91,1640.4569030000002,1.2707039999999998,77.27999999999999,2565.4636,3215.2955298800002,2.4905798399999997,151.46879999999996
27430,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,Computer and Mathematical Occupations,12650.0,4.7,37.507,88310.0,1.6,87090.0,2014,1412.96,1770.8627680000002,1.7628289999999998,594.55,2769.4016,3470.89102528,3.4551448399999996,1165.318
27958,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,Computer and Mathematical Occupations,2580.0,5.8,11.524,71250.0,4.6,62260.0,2014,3277.5,4107.69075,0.6683919999999999,149.64,6423.9,8051.073869999999,1.3100483199999997,293.2944
28382,FL,18880,"Crestview-Fort Walton Beach-Destin, FL",15-0000,Computer and Mathematical Occupations,2510.0,4.5,32.79,83770.0,2.8,82640.0,2014,2345.5599999999995,2939.6903479999996,1.4755500000000001,112.95,4597.297599999999,5761.793082079999,2.892078,221.382
28699,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,Computer and Mathematical Occupations,1760.0,7.6,11.224,56180.0,2.5,50550.0,2014,1404.5,1760.2598500000001,0.8530239999999999,133.76,2752.82,3450.1093060000003,1.6719270399999997,262.1696
29126,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,16390.0,5.3,21.63,70030.0,1.9,67600.0,2014,1330.57,1667.6033810000001,1.14639,868.67,2607.9172,3268.50262676,2.2469244,1702.5931999999998
29691,FL,23540,"Gainesville, FL",15-0000,Computer and Mathematical Occupations,2680.0,4.8,21.851,61540.0,1.5,57250.0,2014,923.1,1156.9212300000002,1.048848,128.64,1809.276,2267.5656108000003,2.05574208,252.13439999999997
30081,FL,27260,"Jacksonville, FL",15-0000,Computer and Mathematical Occupations,15570.0,4.5,25.893,73960.0,1.7,70790.0,2014,1257.32,1575.799156,1.1651850000000001,700.65,2464.3471999999997,3088.56634576,2.2837626,1373.274
30659,FL,29460,"Lakeland-Winter Haven, FL",15-0000,Computer and Mathematical Occupations,3030.0,8.6,15.153,66570.0,3.8,62720.0,2014,2529.66,3170.4228780000003,1.303158,260.58,4958.133599999999,6214.028840880001,2.55418968,510.73679999999996
31115,FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,17590.0,3.4,16.789,72620.0,3.0,65470.0,2014,2178.6,2730.4393800000003,0.5708260000000001,598.06,4270.056,5351.6611848,1.11881896,1172.1976
31711,FL,34940,"Naples-Marco Island, FL",15-0000,Computer and Mathematical Occupations,1190.0,9.8,9.505,63620.0,3.6,60450.0,2014,2290.32,2870.4580560000004,0.9314900000000002,116.62,4489.0272,5626.0977897600005,1.8257204000000002,228.5752
32060,FL,35840,"North Port-Bradenton-Sarasota, FL",15-0000,Computer and Mathematical Occupations,3490.0,5.5,13.514,64680.0,3.8,56470.0,2014,2457.84,3080.410872,0.74327,191.95,4817.3664,6037.60530912,1.4568092,376.222
32513,FL,36100,"Ocala, FL",15-0000,Computer and Mathematical Occupations,700.0,15.0,7.517,58790.0,3.6,51080.0,2014,2116.44,2652.534252,1.12755,105.0,4148.2224,5198.9671339199995,2.209998,205.79999999999998
32871,FL,36740,"Orlando-Kissimmee-Sanford, FL",15-0000,Computer and Mathematical Occupations,29940.0,6.1,27.735,73770.0,2.0,69720.0,2014,1475.4,1849.1188200000001,1.6918349999999998,1826.34,2891.784,3624.2728872000002,3.3159965999999996,3579.6263999999996
33488,FL,37340,"Palm Bay-Melbourne-Titusville, FL",15-0000,Computer and Mathematical Occupations,7390.0,3.1,38.386,80810.0,2.4,76170.0,2014,1939.44,2430.7001520000003,1.189966,229.09,3801.3024,4764.17229792,2.3323333600000002,449.0164
33900,FL,37380,"Palm Coast, FL",15-0000,Computer and Mathematical Occupations,250.0,5.7,12.787,59680.0,5.2,50340.0,2014,3103.36,3889.4410880000005,0.728859,14.25,6082.5856,7623.3045324800005,1.4285636400000001,27.93
34044,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",15-0000,Computer and Mathematical Occupations,740.0,6.7,10.301,71250.0,6.5,69190.0,2014,4631.25,5804.345625,0.690167,49.58,9077.25,11376.517425,1.3527273199999998,97.1768
34357,FL,37860,"Pensacola-Ferry Pass-Brent, FL",15-0000,Computer and Mathematical Occupations,2910.0,10.7,18.568,64760.0,3.4,59310.0,2014,2201.84,2759.566072,1.986776,311.36999999999995,4315.606400000001,5408.74950112,3.89408096,610.2851999999999
34797,FL,38940,"Port St. Lucie, FL",15-0000,Computer and Mathematical Occupations,1200.0,8.5,9.41,66020.0,5.2,58910.0,2014,3433.04,4302.629032,0.79985,102.0,6728.7584,8433.15290272,1.5677059999999998,199.92
35146,FL,39460,"Punta Gorda, FL",15-0000,Computer and Mathematical Occupations,430.0,29.0,10.196,62930.0,4.4,58170.0,2014,2768.92,3470.2874360000005,2.9568399999999997,124.7,5427.0832,6801.763374560001,5.795406399999999,244.412
35358,FL,42680,"Sebastian-Vero Beach, FL",15-0000,Computer and Mathematical Occupations,410.0,7.5,8.929,56550.0,5.3,52030.0,2014,2997.15,3756.3280950000003,0.669675,30.75,5874.414,7362.4030662000005,1.312563,60.269999999999996
35614,FL,45220,"Tallahassee, FL",15-0000,Computer and Mathematical Occupations,6350.0,5.2,40.021,62530.0,4.9,55860.0,2014,3063.97,3840.0736010000005,2.081092,330.2,6005.3812,7526.544257960001,4.07894032,647.192
36041,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",15-0000,Computer and Mathematical Occupations,36420.0,3.2,30.809,74150.0,1.8,72260.0,2014,1334.7,1672.77951,0.9858880000000001,1165.44,2616.012,3278.6478396,1.9323404800000001,2284.2624
36704,FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,12510.0,6.9,22.96,76010.0,1.9,74040.0,2014,1444.19,1810.003327,1.58424,863.19,2830.6124,3547.6065209199996,3.1051104,1691.8524
37231,GA,10500,"Albany, GA",15-0000,Computer and Mathematical Occupations,650.0,11.4,11.307,66400.0,5.4,61840.0,2014,3585.6,4493.83248,1.288998,74.1,7027.776,8807.9116608,2.5264360800000003,145.236
37500,GA,12020,"Athens-Clarke County, GA",15-0000,Computer and Mathematical Occupations,1180.0,6.6,15.02,56280.0,4.2,51940.0,2014,2363.76,2962.5004080000003,0.9913199999999999,77.88,4632.9696,5806.5007996800005,1.9429871999999997,152.64479999999998
37830,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-0000,Computer and Mathematical Occupations,97810.0,2.2,40.96,83270.0,1.3,78890.0,2014,1082.51,1356.7097830000002,0.9011200000000001,2151.82,2121.7196,2659.1511746800006,1.7661952000000003,4217.5672
38523,GA,12260,"Augusta-Richmond County, GA-SC",15-0000,Computer and Mathematical Occupations,2960.0,12.3,14.47,67960.0,2.4,65480.0,2014,1631.04,2044.1824320000003,1.7798100000000003,364.08,3196.8384,4006.5975667200005,3.4884276000000005,713.5967999999999
38952,GA,15260,"Brunswick, GA",15-0000,Computer and Mathematical Occupations,250.0,7.3,6.715,63980.0,4.9,64650.0,2014,3135.02,3929.120566,0.490195,18.25,6144.6392,7701.07630936,0.9607821999999999,35.769999999999996
39165,GA,17980,"Columbus, GA-AL",15-0000,Computer and Mathematical Occupations,3700.0,6.2,32.299,70520.0,2.9,68220.0,2014,2045.08,2563.0987640000003,2.002538,229.4,4008.3567999999996,5023.67357744,3.92497448,449.624
39499,GA,19140,"Dalton, GA",15-0000,Computer and Mathematical Occupations,1350.0,11.3,20.934,77440.0,2.9,78970.0,2014,2245.76,2814.6110080000003,2.3655420000000005,152.55,4401.689600000001,5516.637575680001,4.636462320000001,298.998
39731,GA,23580,"Gainesville, GA",15-0000,Computer and Mathematical Occupations,760.0,14.8,9.958,74420.0,5.0,65680.0,2014,3721.0,4663.5293,1.473784,112.48,7293.16,9140.517428000001,2.88861664,220.4608
39990,GA,25980,"Hinesville-Fort Stewart, GA",15-0000,Computer and Mathematical Occupations,200.0,9.1,12.421,63840.0,3.6,63270.0,2014,2298.24,2880.384192,1.1303109999999998,18.2,4504.550399999999,5645.55301632,2.2154095599999994,35.672
40134,GA,31420,"Macon, GA",15-0000,Computer and Mathematical Occupations,1570.0,13.5,16.482,61210.0,2.6,58270.0,2014,1591.46,1994.5768180000002,2.22507,211.95,3119.2616,3909.37056328,4.3611372,415.42199999999997
40435,GA,40660,"Rome, GA",15-0000,Computer and Mathematical Occupations,350.0,7.9,9.803,60780.0,6.8,51720.0,2014,4133.04,5179.939032,0.774437,27.65,8100.7584,10152.68050272,1.51789652,54.193999999999996
40647,GA,42340,"Savannah, GA",15-0000,Computer and Mathematical Occupations,1600.0,5.6,10.252,79050.0,7.7,71830.0,2014,6086.85,7628.649105,0.574112,89.6,11930.226,14952.1522458,1.12525952,175.61599999999999
41014,GA,46660,"Valdosta, GA",15-0000,Computer and Mathematical Occupations,380.0,14.9,7.535,48590.0,2.1,45170.0,2014,1020.39,1278.854787,1.1227150000000001,56.62,1999.9643999999998,2506.55538252,2.2005214000000004,110.97519999999999
41242,GA,47580,"Warner Robins, GA",15-0000,Computer and Mathematical Occupations,1570.0,7.6,28.361,72680.0,2.6,71610.0,2014,1889.68,2368.335944,2.155436,119.32,3703.7728,4641.93845024,4.224654559999999,233.86719999999997
41482,HI,26180,"Honolulu, HI",15-0000,Computer and Mathematical Occupations,7950.0,2.5,17.736,73830.0,3.0,71660.0,2014,2214.9,2775.93417,0.4434,198.75,4341.204,5440.8309732,0.8690640000000001,389.55
42010,IA,11180,"Ames, IA",15-0000,Computer and Mathematical Occupations,1380.0,6.3,32.741,66710.0,2.5,64080.0,2014,1667.75,2090.191075,2.062683,86.94,3268.79,4096.774507,4.042858679999999,170.4024
42263,IA,16300,"Cedar Rapids, IA",15-0000,Computer and Mathematical Occupations,6010.0,4.6,42.981,74930.0,2.5,73730.0,2014,1873.25,2347.7442250000004,1.9771259999999997,276.46,3671.5699999999997,4601.578681000001,3.875166959999999,541.8616
42668,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-0000,Computer and Mathematical Occupations,4080.0,4.6,22.518,72110.0,3.4,70740.0,2014,2451.74,3072.7657420000005,1.035828,187.68,4805.4104,6022.620854320001,2.0302228799999997,367.8528
